x,y,velocity,point_count,deviation
99108.75214,-512791.1408,1772.38177,21,577.4855937
98862.46375,-512740.3484,1781.966886,22,327.2343224
98660.82173,-512680.9767,1811.8074772,24,340.6225400434
99218.17946,-512631.2369,1805.3600024000002,24,359.49745972339997
98558.91655,-512577.5407,1807.6770592000003,23,320.25423828339996
99230.83182,-512532.7719,1748.5095150000002,24,477.9743849034
98693.66705,-512469.4299,1744.2126864000002,20,402.74010712340004
99481.5285,-512417.2066,1696.4770882,11,421.9026917
98866.68077,-512376.9959,1713.0080360000002,19,308.59885016000004
98682.11618,-512322.3326,1717.4391804000002,19,312.63332494
98477.05818,-512269.3411,1754.9860646000002,15,136.502322696
98436.79869,-512213.8066,1769.4181678,11,124.365161076
98621.71407,-512172.8558,1816.1538656,19,287.791821916
98365.43036,-512112.9176,1813.4104002,17,323.723541536
97678.79895,-512058.5771,1810.1171158000002,25,360.108374996
98325.25011,-511995.2031,1825.2698428000003,19,469.62274436
98282.58454,-511940.882,1788.9350648,19,430.43938387800006
98044.57509,-511881.7482,1719.9679658000002,16,291.649889898
98591.04477,-511840.9631,1674.1267506000002,16,258.46362493800007
98405.60633,-511782.6647,1627.3927478000003,19,206.37054470200002
98759.32438,-511731.201,1589.9679654000001,16,223.01959862200005
98571.9326,-511680.0472,1587.2176896,17,239.43003242400005
97987.08758,-511632.567,1576.6288662000002,17,230.10542278400004
98775.00634,-511580.1504,1578.5270256000001,20,292.3010724640001
98479.22431,-511528.5423,1588.0917322,15,300.65597426
99098.64563,-511478.1271,1560.6440118,18,312.31349626
98556.76543,-511424.9565,1556.3333718,18,350.5402171
97955.7013,-511373.8249,1561.7564241999999,26,347.4609928
98994.7458,-511318.2888,1555.8720580000002,28,390.4538519
98854.71104,-511266.4719,1552.729072,23,418.64530394
98044.83457,-511219.7964,1580.95126,26,354.60588104
98442.37572,-511165.0424,1577.8481578,21,394.7372307
98304.95841,-511114.4203,1570.4169326,28,403.50318594
98197.05028,-511057.1533,1561.894747,32,299.50329688
98504.88291,-511012.9248,1535.9779588,26,312.4896706
98594.90174,-510961.312,1507.5817062,36,277.92374026000005
99047.50295,-510915.4935,1492.8740596,27,188.10048104600003
98956.74465,-510862.5253,1478.7716258,24,170.91685260600002
98797.94984,-510814.2197,1472.6278578000001,26,188.47792830600002
98865.32082,-510763.394,1477.8234472,17,180.496014086
98533.40816,-510706.6167,1477.5699964,22,176.747194546
98470.49455,-510658.6545,1478.5880388,20,242.09854136
98551.2078,-510604.8122,1467.8704422,24,217.49237268240003
98373.66287,-510547.9264,1449.4167204,19,193.5505925144
98768.6865,-510503.7299,1447.5289448,15,240.22635757440003
98868.486,-510445.5712,1443.5152592,19,263.9627553144
98263.61292,-510394.5645,1414.7475356000002,21,259.6263575744
98459.38217,-510343.3358,1401.8879334000003,24,328.868328512
99160.17175,-510287.069,1407.2999266,36,381.3710544
99144.58781,-510242.0114,1395.531465,15,313.5275831
98444.24058,-510189.3268,1394.6769274,22,286.05430278
98982.60857,-510139.3673,1428.2533762,15,269.38483618000004
99000.71749,-510086.8823,1456.0963318,18,268.08786192
98533.50123,-510032.4999,1469.6809276,12,222.20815372000004
99165.76486,-509978.7579,1481.8210354,22,323.98862806
98956.03772,-509929.915,1500.5382132000002,22,336.75281640000003
99521.95819,-509876.6865,1489.4143246000003,26,283.38076404599997
98587.9245,-509824.4646,1481.9405610000001,19,226.53818801399999
98862.31012,-509771.1721,1467.809318,26,322.909080594
98906.95775,-509722.3423,1456.8836580000002,23,236.13276739399998
98245.03183,-509669.9903,1422.5825636000002,29,242.07737197399996
99113.30986,-509614.0889,1321.33166454,30,612.6061105680001
99149.43067,-509567.434,1286.36315054,31,899.5285360400001
100751.4246,-509521.7296,1277.05727754,52,781.9266328100001
100376.0308,-509470.1109,1265.16587294,30,828.1468479500002
98862.31009,-509422.7321,1265.30617734,21,775.6615661620001
99372.42865,-509359.9223,1352.0054596,20,412.04255374400003
98876.37296,-509307.0709,1371.9278308,24,117.67384006799999
98847.78924,-509265.5836,1373.0920518000003,12,247.540100038
98886.5292,-509207.9119,1373.9150898000003,24,180.76295183800002
99583.22302,-509159.9424,1372.4239536,17,181.329188262
98767.99192,-509107.9173,1367.8905138,17,187.856354942
98942.11376,-509056.7902,1368.2661358,20,239.413093278
98842.00151,-509008.6533,1374.8866768000003,19,145.69218757800002
98654.50433,-508949.4296,1370.2898036000001,22,226.461255258
98735.60849,-508899.6963,1375.7691332000002,24,228.895101086
99496.93137,-508845.1838,1390.4038776,32,284.06224056400004
98915.79138,-508788.8639,1396.5947136000002,31,275.48879648400003
98592.90324,-508740.0611,1392.32104,23,238.392493524
98724.79323,-508691.0452,1408.0136474,29,162.289906924
98950.01605,-508634.5647,1420.3395414000001,26,197.8942915
99142.3434,-508578.7983,1416.7073910000001,22,149.58857322
99189.54007,-508522.9255,1426.896889,18,159.49008956
99099.97868,-508482.1801,1439.791642,21,213.72010752
99272.34768,-508420.8026,1452.9768728000001,14,251.86425742
99280.87625,-508373.8879,1456.5971568,19,261.97049708000003
99361.80737,-508315.6358,1454.1676980000002,18,315.67745544
98741.02967,-508265.5826,1447.4709214,17,331.13814712000004
98621.67795,-508208.4756,1427.721424,22,313.15129942000004
99376.93537,-508165.5307,1409.4043972,13,344.40093524
98823.45474,-508105.5225,1388.9053108,28,329.4833625
98507.13259,-508048.2958,1372.8478098,21,256.495120436
99220.72102,-507996.6596,1352.400089,23,211.82871079600005
99016.48945,-507943.7949,1350.5155935999999,25,214.86637989600004
99181.09228,-507892.5431,1339.758135,22,132.11478857600002
98836.40481,-507837.2852,1333.9594948000001,24,197.210748856
98951.86651,-507775.5911,1343.8824464000002,24,230.94617992000002
99576.52722,-507725.4896,1356.7244332000002,16,266.4661972
98875.19585,-507674.5946,1351.4046656,20,227.70053974600003
98755.8805,-507620.7094,1355.4039982,20,257.714475846
99059.5287,-507569.0769,1367.4893029999998,24,225.48586144600003
98828.62349,-507512.7456,1368.2397678,21,233.931283486
98735.35177,-507461.8222,1355.8431608,20,202.063561666
98860.17928,-507413.7544,1353.3367124,19,204.022742734
98943.52831,-507360.0002,1351.5358176,24,195.446246254
99133.03631,-507305.9021,1336.9294546,21,157.947368094
98898.32681,-507260.0921,1320.309158,18,190.34254927400002
98950.5269,-507208.5633,1315.3735230000002,22,229.08171913400002
99517.95918,-507151.7498,1320.7733470000003,23,247.72273130000002
99476.47716,-507110.7308,1328.343869,35,330.4245373
99010.49977,-507050.6587,1332.4713864000003,19,325.36166430000003
98510.0776,-506998.3008,1357.1438106,19,325.76580004000004
99003.65725,-506945.5273,1367.9850408000002,16,294.39618772
98749.24932,-506900.7824,1398.8348622,17,434.21366034000005
98960.30811,-506848.3762,1413.1950704,22,456.08078750000004
98333.78584,-506801.3029,1428.192678,45,508.21517022000006
98427.13892,-506741.6768,1426.3779430000002,13,505.16026454000007
98768.22386,-506691.9547,1457.0453876,21,622.0152888800001
98793.01186,-506630.8162,1449.8815427999998,18,586.0898185800002
98400.34357,-506586.6493,1442.4026870000002,16,552.3909840800001
98543.64333,-506523.4045,1403.6177076000001,21,802.00603278
98625.18257,-506469.6587,1333.4068352000002,17,991.50086388
100855.0374,-506419.0908,1298.5408750000001,55,939.59428004
100539.9874,-506366.1913,1281.8993132,44,820.1025409599999
99728.44818,-506320.4285,1262.495646,19,761.7688237
99258.14571,-506262.0228,1306.7057804,24,459.30045248
99494.95592,-506212.5277,1369.7329512000001,24,232.22376656000006
99090.13282,-506157.9847,1402.1391354,17,264.44226396
99425.55741,-506107.4745,1417.7091799999998,25,280.04487950000004
98555.67578,-506051.087,1437.1491314,14,242.782855702
99121.31511,-505997.2431,1434.5995340000002,20,225.55070412400002
99161.54864,-505939.8139,1451.4479342,16,265.10487946399996
99302.82143,-505895.2831,1427.8227794000002,16,234.32630532400003
98866.71348,-505836.0706,1424.8571362,15,253.16226342400003
99791.36187,-505791.2629,1423.0556036,13,263.54293750200003
99054.46483,-505732.5498,1425.7778428000001,17,259.935886544
99415.47059,-505683.4685,1418.8358246000003,14,202.251649584
99250.25278,-505631.9752,1427.2697660000003,15,125.639568604
99390.25671,-505576.6411,1422.9154234000002,14,121.41257580400001
99434.01031,-505526.8154,1420.2559326,14,104.68197260200002
99103.23442,-505471.0119,1457.5036798,20,287.260878478
99248.29469,-505418.7671,1452.6372326,14,286.09703488
98361.13591,-505358.0043,1447.5563510000002,10,267.919809502
99217.35086,-505315.4796,1443.3744530000001,13,237.120408072
99370.83215,-505258.6756,1432.7409534,12,232.951916038
99366.44744,-505204.6774,1377.5415492000002,13,129.931223598
99366.6251,-505148.9928,1366.5475008,12,155.542683436
99768.65293,-505097.1054,1358.9647086,10,191.01419525400001
99115.56907,-505059.0287,1341.351886,10,224.7898475
99576.31383,-505000.6969,1352.065031,12,227.3232619
