x,y,velocity,point_count,deviation
99612.50368,-538844.5133,1226.035863,33,208.8368894
99276.90828,-538795.3305,1199.742351,70,538.3599283
99643.54481,-538727.9638,1227.508726,32,236.36269191999997
99678.97356,-538677.2547,1242.4868166,31,220.84247226000002
99942.95917,-538626.3985,1260.0791488,68,177.76253396000004
99665.35725,-538577.4633,1272.4715584000003,39,144.62566966460003
100116.6172,-538524.9447,1255.9232370000002,50,419.24802406460003
99786.11996,-538474.093,1273.4762200000002,33,392.6685068906
98274.91085,-538412.1881,1283.1528498000002,48,398.9865435306
99770.55369,-538375.9454,1251.8090494000003,38,606.4620855706
99936.70413,-538321.9326,1262.8231402000001,33,607.5602062802
98402.61714,-538277.0633,1286.5889356000002,62,331.03161252020004
99756.49126,-538217.3361,1272.4042156,44,348.94219904420004
99877.50529,-538176.5967,1254.1628804000002,62,365.8012869442
99656.46263,-538119.2428,1284.4328970000001,39,191.29897226420002
99997.59258,-538068.8435,1263.8782532000002,45,192.079618696
99254.4352,-538015.9138,1269.4540784,54,184.09423078600003
99750.45191,-537965.3992,1272.47655,38,164.9501674756
99656.88404,-537913.4021,1286.111091,38,121.8343998676
99730.49974,-537855.731,1295.3462904000003,30,34.7692893796
99693.36393,-537809.8009,1297.3946214,33,107.1204452936
99667.46782,-537758.2329,1305.8371577999999,36,104.77411337160001
99342.48624,-537720.165,1316.1516856,57,116.705095494
99644.8635,-537660.0568,1313.6402504,33,214.579916282
99644.70845,-537608.5242,1296.6368422,36,205.20606106540004
100225.2432,-537564.8688,1297.994193,65,136.87532349340003
99702.30028,-537507.5669,1278.4857246,36,168.0421967254
99659.90016,-537446.092,1246.88451,70,163.8630802574
99464.78295,-537409.2978,1193.5718158000002,87,175.6302900574
99642.10296,-537357.4205,1162.8974676,46,280.04876134200003
100258.8566,-537293.6585,1157.5807513999998,81,276.56279716
100203.108,-537256.5038,1155.2701868,45,235.81788155000004
99681.44426,-537202.3461,1179.7517162,34,242.98020522400003
99645.04203,-537149.948,1235.7121746,30,237.44054052400003
99734.89835,-537101.3785,1282.6131158,33,173.97138366400003
99098.68004,-537044.7499,1293.33156,75,205.15937649800003
99438.07917,-537004.4989,1267.4457412000002,50,311.57271778800003
99813.99601,-536946.1193,1235.9800890000001,36,399.59802734000004
100191.0003,-536889.4984,1195.5409258,58,396.02716416
100153.1864,-536848.2969,1195.9954214,44,362.932336596
100166.3361,-536795.888,1188.4306132000002,46,344.729342422
99670.40739,-536748.3325,1227.1785534,30,254.56807533000003
99698.95285,-536694.6264,1261.6693516,32,180.09357559
99714.98778,-536642.3543,1269.4889788,35,195.31726615000002
99755.06174,-536591.6881,1269.1792986,21,212.808295234
100219.7064,-536550.2017,1268.6139444,58,257.476470908
99734.22802,-536492.5742,1251.5773798,32,328.55229364
99898.9767,-536435.9871,1251.977535,71,316.314317956
100048.8149,-536396.2996,1281.3391412,110,204.508827112
99669.40367,-536334.1124,1281.6745126,32,186.53839197800002
99530.16559,-536283.8924,1290.947488,35,154.769301258
99620.05291,-536237.9015,1309.9831956,29,110.65410705800001
99716.17978,-536188.4984,1290.20615,35,115.134821102
99802.783,-536135.7045,1274.761059,26,130.374693146
99457.34774,-536083.5157,1246.7571048,30,147.40859326
99685.84599,-536029.7042,1234.9342692,32,146.17965742
99424.4633,-535975.4536,1158.85786538,31,225.32152782000003
99410.98433,-535928.3423,1136.82846738,30,221.54731074400001
100175.5289,-535872.7396,1143.53061518,73,239.756827164
99624.97682,-535823.4744,1200.54033938,34,317.48203954400003
99313.6287,-535767.1265,1196.72485778,28,301.12935991
99009.85973,-535717.1854,1230.114551,26,187.81779996200004
99468.10959,-535662.2181,1249.5146302,24,206.12669651800002
99581.53258,-535607.2953,1268.4717650000002,35,237.74584037800003
99334.06504,-535548.2741,1183.0651894,28,248.66694877800003
99130.65214,-535509.7272,1162.1152370000002,25,404.44749597200007
100076.5921,-535448.2725,1170.477461,40,406.02924454400005
100336.665,-535405.6423,1143.0077476000001,48,476.2765618240001
99566.30362,-535360.6195,1112.0298118,45,420.2944108980001
100020.0158,-535294.5766,1136.1901544,45,313.47871720000006
99386.35573,-535238.9593,1149.4747384,64,158.78675216200003
99441.80561,-535188.7261,1124.9975308,42,249.853609078
99535.70877,-535149.2534,1189.6188528,46,230.916667278
99999.03521,-535098.7013,1184.7974992,95,222.16520559399999
99028.75362,-535041.3443,1175.7465488,33,284.248800312
99406.82487,-534988.9731,1180.7217302000001,47,288.059978482
99804.01629,-534938.1265,1221.4005652,45,209.516366382
99371.09397,-534891.5737,1188.2866456000002,34,147.790105842
99311.83009,-534840.7461,1202.4619338000002,28,158.04279991200002
99314.91984,-534787.7716,1251.145815,19,200.507450532
99330.81592,-534728.0664,1253.4091062000002,28,223.22508572000004
98868.50631,-534675.2461,1278.3544366,23,273.29657314
99231.73719,-534622.6463,1292.1038079999998,16,279.33756203999997
99034.60418,-534566.5076,1307.5115992,20,305.55824734
99259.66754,-534522.5756,1286.5005256,17,210.050938724
99174.85072,-534469.5946,1318.734654,21,187.353085186
99323.75738,-534415.6598,1309.9028860000003,19,338.02526536600004
99321.21219,-534361.7217,1342.4280272,16,310.38164161000003
100538.9262,-534313.2053,1382.44936,44,383.21219479
99408.88291,-534256.3167,1417.6311182000002,14,370.23199467800004
98784.09294,-534203.4894,1436.0258506,15,402.73545945600006
99363.98857,-534150.0048,1471.5110522000002,12,221.895474476
99132.82473,-534093.9987,1468.8305782000002,22,255.63817171199997
99137.38456,-534047.9138,1455.2905514000001,21,212.122878712
99179.19636,-533992.0838,1426.3970860000002,16,269.52776518
99745.26474,-533942.2562,1440.4621442000002,20,432.29392224000003
99050.87391,-533885.8041,1445.8403854000003,26,514.4125659000001
100412.1554,-533835.3951,1449.7804128,51,664.29526062
99991.72543,-533765.9122,1428.9026838,54,617.75087466
100282.6971,-533741.6048,1449.1217070000002,45,576.232266672
99487.07909,-533682.152,1424.0010492000001,23,394.169671672
99428.66174,-533622.9796,1389.2142164000002,28,288.903918412
99473.2098,-533573.3146,1360.541522,22,133.277231212
99204.59418,-533526.005,1363.419736,18,244.901154072
99158.68219,-533466.7336,1344.6383044,18,340.26207692
98601.41525,-533411.8073,1314.5486312000003,45,355.0374407400001
98731.70649,-533366.7204,1269.725645,30,336.866229254
99081.80918,-533309.3514,1227.2365698,26,336.34233527400005
99323.64913,-533253.3143,1179.816886,50,242.77953427399999
99448.235,-533206.5438,1144.9242412,22,154.904321034
99528.03823,-533152.6848,1127.9112014,19,112.22337431540001
99415.94028,-533087.4143,1135.1521192,48,164.83244304139998
99271.79507,-533050.0918,1142.8757806,10,250.80872522139998
99564.17371,-533001.1546,1134.4438354000001,23,212.0183298234
98680.65499,-532946.439,1134.8054166,34,203.8361346034
99217.66543,-532896.3405,1142.4080594,14,339.13360212199996
99164.87844,-532842.7314,1122.8893256000001,12,293.829963738
98567.31722,-532783.8774,1115.320752,57,264.18548133800005
99184.94286,-532736.0066,1121.03328,19,329.879121576
98805.02088,-532685.5723,1110.703626,21,394.227566396
99614.51396,-532635.0709,1135.9160316,18,433.40069411600007
99649.61408,-532572.3133,1164.4131550000002,25,477.09188194
100111.6647,-532534.5327,1192.6175302000001,50,440.60332578
98941.55293,-532480.9086,1217.450693,66,410.72720476
99475.28019,-532433.7427,1228.851094,33,362.60504146
99440.09485,-532375.5646,1225.328307,20,238.44384162
99035.65951,-532334.7218,1237.838869,20,243.05179602
98946.27746,-532274.5699,1254.289725,28,246.84377698000003
99506.65272,-532228.8077,1269.666955,11,267.63475162
98919.32609,-532154.4831,1326.8970259999999,24,239.561244716
98858.6655,-532101.1464,1341.5297914,39,211.36909775600003
99150.02947,-532051.4101,1325.460894,18,214.557653576
99062.0357,-531999.7005,1301.4175908000002,19,218.13203959600003
98852.47182,-531949.5029,1296.4347222000001,39,186.303753236
98877.3603,-531898.8667,1268.3372254,19,379.94503292
99334.47572,-531841.3803,1223.8996796000001,20,397.28536510000004
98153.45898,-531794.9276,1224.1180958,8,363.90131016000004
98950.85344,-531743.2034,1206.8391174,26,363.54345956000003
98995.33579,-531685.6461,1154.8551442000003,18,342.824080474
99435.85872,-531639.5476,1106.616141,12,146.595364112
99206.42486,-531585.958,1138.4653194,17,191.44019435200002
99156.10453,-531530.9245,1155.4059034000002,13,229.163748172
98700.28393,-531473.3215,1237.5611344,13,253.839030072
99468.73696,-531422.8622,1344.2085784000003,11,413.108733798
99533.72682,-531362.2532,1396.9814168,18,564.95501956
99980.46372,-531311.1721,1395.7445628,31,632.57367966
98325.58685,-531254.6453,1362.2927252,35,592.16688392
98336.54609,-531216.2245,1288.759563,48,540.74435164
98958.98835,-531155.3477,1083.961111,23,140.2285243
98938.15207,-531097.0892,1168.888481,16,155.5239242
