feature,mean_abs_shap,rank
person.near,7.718070637734415,1
wall.middle,6.717558150818007,2
lamp.far,6.416024932972355,3
wall.far,6.28370114493952,4
person.middle,5.584614893416957,5
column.middle,5.123722343436882,6
wall.near,5.033268298470277,7
ceiling.middle,3.725194881106366,8
floor.near,3.0662351473332636,9
railing.far,3.0216889857750324,10
floor.far,2.5996693127479666,11
lamp.near,1.7340110555520827,12
