feature,mean_abs_shap,rank
light.middle,25.64568928413465,1
chandelier.middle,24.395389122778173,2
railing.far,24.017113201963422,3
lamp.near,12.058379204587776,4
railing.near,11.524752276160736,5
ceiling.far,6.590400763423027,6
column.near,6.173580683014424,7
lamp.far,3.7798586423189953,8
person.middle,3.6915283975107838,9
floor.far,3.383963787781841,10
person.near,3.3061350852090903,11
person.far,2.592981656379475,12
