feature,mean_abs_shap,rank
floor.middle,10.585105499210627,1
person.middle,9.38244370849819,2
wall.middle,8.848672008422305,3
ceiling.far,8.734536413172345,4
person.far,7.990494728079477,5
light.far,7.611711380731111,6
light.middle,5.938029327214214,7
wall.far,5.907729376632113,8
floor.near,5.47947838443322,9
floor.far,4.02982439490814,10
person.near,3.2843474133240895,11
fence.far,0.7863813690141064,12
