feature,mean_abs_shap,rank
person.middle,14.407450515435771,1
ceiling.far,13.001248936438982,2
wall.near,11.547712758885561,3
wall.far,9.880854870370653,4
ceiling.middle,9.811851616619272,5
ceiling.near,8.697069289888205,6
windowpane.middle,8.505882800720318,7
floor.far,8.194481263586583,8
person.far,6.069182093779831,9
light.near,5.898962621375863,10
light.far,5.629597735482934,11
poster.middle,4.01605541986689,12
