Frame,near_ratio,middle_ratio,far_ratio,obstacle_near_density,obstacle_middle_density,obstacle_far_density,visibility_near_ratio,visibility_middle_ratio,visibility_far_ratio,clutter_near_degree,clutter_middle_degree,clutter_far_degree
0.0,0.10120240480961923,0.3997995991983968,0.4989979959919841,0.039603960396039604,0.08270676691729324,0.0682730923694779,0.18811881188118812,0.030075187969924814,0.02008032128514056,0.25742574257425743,0.19799498746867167,0.09437751004016064
4.0,0.1004016064257028,0.3995983935742972,0.4999999999999999,0.06,0.0678391959798995,0.06827309236947793,0.16,0.035175879396984924,0.012048192771084338,0.25,0.15326633165829145,0.09036144578313254
8.0,0.10032184787828144,0.40007895695393114,0.49959919516778745,0.03998139813981399,0.05920270329252124,0.07791690389458798,0.10372477247724773,0.024571924689965885,0.00802890922407063,0.1716871687168717,0.1364508772290149,0.09638521439822255
12.0,0.09987934671433739,0.39991701691223164,0.500203636373431,0.04022387136672852,0.05329426130146765,0.0795540359237105,0.082427540713255,0.02311384912129738,0.004012844967042519,0.14877344877344878,0.11862403163401472,0.09481353532781617
16.0,0.09967854350148599,0.39991701691223164,0.5004044395862824,0.0363046794475366,0.04877164823614102,0.08353468799089708,0.08679117707689138,0.025626411935367736,0.003607214428857715,0.1492784992784993,0.1171164939455725,0.10038854076036802
20.0,0.09961824223636545,0.40047842169050385,0.49990333607313076,0.04430467944753659,0.053169972325162795,0.08838535317669037,0.09879117707689138,0.035546196855937844,0.005618465847357366,0.1732784992784993,0.1353442243676282,0.10846091039924416
24.0,0.0999795325589461,0.39951390556147165,0.5005065618795823,0.048244073386930535,0.06398139743312552,0.09002638624684675,0.14069016697588127,0.052906097858539045,0.013650594361413592,0.2210764790764791,0.17227631518258893,0.12095014589835484
28.0,0.10013993271086159,0.39975470780464956,0.5001053594844889,0.054105459525544394,0.07241858336277376,0.09773899621752123,0.19809610756994067,0.07840107273291091,0.016882917593736824,0.2822843998685583,0.20765319960469947,0.13270723289737732
32.0,0.10040213345450667,0.3995956447569205,0.5000022217885729,0.05794219421942194,0.08546325383434855,0.10484724571450313,0.2417695769576958,0.1045745892970151,0.023682917593736825,0.33571297129712974,0.25489867994777893,0.14740340995975157
36.0,0.10078339772925864,0.39911428098689555,0.5001023212838459,0.05382178217821783,0.09055944184510943,0.11161197517342097,0.2905544554455446,0.14502685060354775,0.03127890957770476,0.37629702970297035,0.29544992100153256,0.15975611537057322
