x,y,velocity,point_count,deviation
144097.4807,-924422.9381,1073.129954,10,268.0177751
144152.3358,-923747.6421,956.5572346,7,391.5285557
144198.385,-924440.918,998.8861322800001,6,286.19438313600006
144255.9948,-924072.9594,957.4474341800001,9,360.8379242760001
144333.98,-923695.2901,954.5864962800001,17,309.359944196
144394.4043,-923458.5688,916.44739366,36,308.56973057600004
144439.43,-923964.6164,935.75062776,18,327.72149362000005
144506.1511,-923789.9344,927.17341314,23,394.99782530000004
144553.9355,-924234.833,885.4369804,21,735.5570437400002
144607.9572,-923313.7437,879.5161425800001,41,711.3504078240001
144646.5317,-921698.4289,874.98815166,37,832.3835997840001
144710.1048,-924046.1749,854.70754058,13,823.1150299840001
144772.1341,-923137.7653,878.17496886,10,795.0359864040001
144822.8792,-923937.4174,942.6467648400001,11,444.28634816400006
144892.7655,-923412.74,935.1990149000001,10,662.18607262
144948.6161,-923426.4464,960.2155630600001,10,536.07534802
145007.1798,-922899.4824,959.6208830000002,10,685.2967971800001
145071.2947,-923730.3073,960.62238242,11,688.49564644
145124.5664,-923137.3219,974.07042788,25,572.85481158
145173.0948,-923354.2519,1011.1610580200002,11,386.60092734
145229.921,-923993.1637,1024.1545646,9,382.84042268
145289.1831,-923798.7349,1038.62836674,9,215.35500307800004
145347.5198,-924218.7799,1055.3337508,12,304.442748798
145395.8731,-923943.284,1052.2285644,6,429.658117058
145465.236,-925031.2022,1048.6792816000002,13,518.906700178
145517.2018,-924582.9778,1059.3118242,8,519.221574118
145577.4365,-924553.0744,1073.6648732,8,564.75863002
145622.1413,-924178.9223,1082.7968364,6,381.30932606000005
145680.4189,-924155.8441,1103.7320422,9,305.87703376
145744.6176,-924061.3937,1092.51282566,14,292.15731154
145800.432,-924158.7936,1068.0773223400001,16,343.23663256
145852.3624,-924442.2012,1037.66384232,13,441.29078608
145908.1875,-924394.0361,1042.5318563199999,14,416.213234852
145961.0919,-924609.3038,1048.07726592,7,540.699979332
146016.6289,-923893.5182,1057.99721286,6,488.191166092
146060.3105,-922962.1821,1059.23102792,11,495.682449332
146116.0188,-924136.8862,1063.81206316,9,368.776806668
146173.1155,-924391.9291,1031.2413106,7,491.199852996
146223.0235,-923928.0527,994.38864206,11,467.2670714960001
146276.4042,-924473.3691,970.7670876200001,25,434.075083616
146328.4864,-924587.5543,953.62297278,11,398.272207336
146387.9513,-923927.9992,956.5117125200001,12,390.033049952
146448.975,-924169.2487,925.74036084,11,414.704123712
146503.5627,-923844.0458,912.43303762,8,459.113055492
146568.3173,-924554.0608,975.36798906,29,651.265733952
146598.9043,-924771.2973,988.30204536,15,696.3655150920001
146655.4907,-922672.2954,987.1063168000001,15,779.89692058
146708.2422,-923157.4687,1060.7066672400001,9,900.04806908
146762.536,-923271.9027,1058.7367145,10,859.53042912
146826.9687,-922357.2152,1002.3480328,15,674.7371690800001
146879.3597,-922939.8976,994.9451962200002,11,600.2420118
146956.081,-923561.357,981.0864066000001,8,508.586226822
147027.5674,-923485.965,928.3133199000001,7,267.144999602
