fold,train_n,test_n,r2,mae,rmse,selected_features
1,120,30,0.1278517917763181,86.955215355181,102.64637320162686,near_ratio|middle_ratio|far_ratio|obstacle_near_density|obstacle_middle_density|obstacle_far_density|visibility_near_ratio|visibility_middle_ratio|visibility_far_ratio|clutter_near_degree|clutter_middle_degree|clutter_far_degree
2,120,30,0.3692811689279013,77.29004430440071,105.40008943428586,near_ratio|middle_ratio|far_ratio|obstacle_near_density|obstacle_middle_density|obstacle_far_density|visibility_near_ratio|visibility_middle_ratio|visibility_far_ratio|clutter_near_degree|clutter_middle_degree|clutter_far_degree
3,120,30,0.39044988170089634,99.66877446214122,123.30410817237149,near_ratio|middle_ratio|far_ratio|obstacle_near_density|obstacle_middle_density|obstacle_far_density|visibility_near_ratio|visibility_middle_ratio|visibility_far_ratio|clutter_near_degree|clutter_middle_degree|clutter_far_degree
4,120,30,0.4591799487505275,83.3184275407146,111.31980485196009,near_ratio|middle_ratio|far_ratio|obstacle_near_density|obstacle_middle_density|obstacle_far_density|visibility_near_ratio|visibility_middle_ratio|visibility_far_ratio|clutter_near_degree|clutter_middle_degree|clutter_far_degree
5,120,30,0.4384973202891467,84.98443393519734,108.82190337749054,near_ratio|middle_ratio|far_ratio|obstacle_near_density|obstacle_middle_density|obstacle_far_density|visibility_near_ratio|visibility_middle_ratio|visibility_far_ratio|clutter_near_degree|clutter_middle_degree|clutter_far_degree
