feature,mean_abs_shap,rank
ceiling.middle,58.10120318188715,1
wall.far,41.80168421323858,2
floor.near,24.921295799111146,3
person.middle,15.595013029929104,4
signboard.near,12.392571844202655,5
signboard.far,12.270888811255999,6
windowpane.middle,11.76758050019696,7
ceiling.far,11.136341851527902,8
wall.near,9.256387317413235,9
floor.far,7.6938772596624965,10
monitor.middle,5.820791599502952,11
door.far,2.684337226826254,12
