feature,mean_abs_shap,rank
windowpane.middle,17.535944157915985,1
windowpane.near,16.67950232266477,2
ceiling.middle,15.64840110862132,3
wall.far,8.754411445479885,4
wall.near,7.459119129266675,5
ceiling.far,6.2834622962170315,6
floor.middle,6.2551475404566546,7
signboard.middle,4.737766125355928,8
signboard.near,4.154043672451642,9
door.far,3.504684729761272,10
floor.far,3.0720090095129056,11
wall.middle,2.727511080581625,12
