feature,mean_abs_shap,rank
floor.far,23.045515589790714,1
ceiling.near,22.15965204725945,2
wall.near,21.260104464244876,3
stairs.middle,11.002632833694555,4
ceiling.far,10.861662004078692,5
floor.near,9.534872261849165,6
floor.middle,9.13300779426517,7
wall.middle,5.628101668830272,8
person.far,4.743413836351525,9
wall.far,3.1195701176158486,10
light.far,2.4250276862061098,11
light.middle,2.307586457932172,12
