feature,mean_abs_shap,rank
painting.middle,27.672210247320987,1
painting.far,27.101315853189277,2
ceiling.middle,15.16258820160236,3
person.middle,8.741170259757943,4
wall.near,6.8032754090498395,5
floor.middle,6.452388321660721,6
person.far,5.9244767145171595,7
floor.near,5.392206413078002,8
wall.middle,4.651709175761812,9
ceiling.near,3.2316122980397535,10
light.near,3.172738879039538,11
wall.far,1.854935526934819,12
