feature,mean_abs_shap,rank
person.far,70.84894180288022,1
painting.middle,57.2731227819953,2
floor.far,47.37909971020677,3
poster.far,31.145002167175583,4
painting.near,26.721145526306053,5
painting.far,20.92721847595796,6
person.near,19.471211675569222,7
signboard.far,15.164303879293536,8
ceiling.near,12.183342196966242,9
wall.near,11.399759766389685,10
person.middle,6.428178388861266,11
light.near,6.135192632898291,12
