Frame,near_ratio,middle_ratio,far_ratio,obstacle_near_density,obstacle_middle_density,obstacle_far_density,visibility_near_ratio,visibility_middle_ratio,visibility_far_ratio,clutter_near_degree,clutter_middle_degree,clutter_far_degree
600.0,0.101,0.4,0.49899999999999994,0.43564356435643564,0.37749999999999995,0.028056112224448905,0.0,0.0,0.0,0.45544554455445546,0.4225,0.030060120240480964
604.0,0.09919839679358716,0.4008016032064128,0.5,0.020202020202020204,0.1375,0.008016032064128256,0.0,0.0,0.0,0.4646464646464647,0.31,0.008016032064128256
608.0,0.0998997795390581,0.4000001203608418,0.5001001001001001,0.20373477347734775,0.2516854636591479,0.054813803255213026,0.0,0.0,0.0,0.32266486648664866,0.3502794486215539,0.07321063204252819
612.0,0.09985946017778066,0.40023964131892564,0.4999008985032937,0.1680912091209121,0.2468322298283021,0.07405228020912084,0.0,0.0,0.0,0.28702130213021304,0.3414013391688176,0.092449108996436
616.0,0.09969849567850098,0.4006014090310568,0.49970009529044235,0.2313977438560183,0.2996314816986263,0.1082639631323113,0.0,0.0,0.0,0.2655205806294916,0.3726681720865233,0.12706320640654797
620.0,0.0997185558188016,0.40108225059406266,0.4991991935871358,0.2673977438560183,0.3364542118406897,0.1151291542791926,0.0,0.0,0.0,0.29352058062949155,0.38989202973563364,0.12474046998803692
624.0,0.09991855581880159,0.40108225059406266,0.49899919358713585,0.26683208729036173,0.30545421184068966,0.10637306645484129,0.0,0.0,0.0,0.3028741159830269,0.3633920297356336,0.11599316459881537
628.0,0.09989849567850095,0.40100221063426317,0.499099293687236,0.26683208729036173,0.2989379211138727,0.115129779881695,0.0,0.0,0.0,0.3108741159830269,0.3799333831190923,0.1311450684064306
632.0,0.09959839377598705,0.40060220823184634,0.49979939799216666,0.26989239332096476,0.29311527554773353,0.1198800804828974,0.0,0.0,0.0,0.3180548340548341,0.386221040310522,0.13909456740442658
636.0,0.10007935955527185,0.4003196408365165,0.4996009996082117,0.2520504050405041,0.2640598047719367,0.11933573222904564,0.0,0.0,0.0,0.30405200520052006,0.3561382869948064,0.13975101107647891
640.0,0.09981949917517098,0.40027859971331103,0.49990190111151805,0.26459585958595866,0.28133874672054776,0.15487054108216436,0.0,0.0,0.0,0.3186782678267827,0.38085510192266087,0.17487374749499
644.0,0.09983951919519099,0.40055887999359135,0.4996016008112176,0.27259585958595856,0.3211305172941138,0.1826343965038511,0.0,0.0,0.0,0.3166782678267827,0.4071256754887457,0.20064724147089363
