feature,mean_abs_shap,rank
ceiling.far,19.47231770693287,1
wall.far,13.78627637860134,2
ceiling.middle,11.682161958031255,3
painting.near,11.425638847988854,4
floor.near,9.374600611796474,5
floor.far,4.163144887238519,6
wall.near,3.703614465541634,7
light.far,3.639895372859105,8
person.middle,3.3648927550479613,9
light.middle,2.3376102237208043,10
wall.middle,2.057113167671155,11
windowpane.near,1.8635892411726551,12
