Frame,near_ratio,middle_ratio,far_ratio,obstacle_near_density,obstacle_middle_density,obstacle_far_density,visibility_near_ratio,visibility_middle_ratio,visibility_far_ratio,clutter_near_degree,clutter_middle_degree,clutter_far_degree
0.0,0.10020040080160322,0.3987975951903807,0.501002004008016,0.0,0.0,0.0,0.07999999999999999,0.017587939698492466,0.0,0.13999999999999999,0.03517587939698493,0.05
2.0,0.1002004008016032,0.4008016032064127,0.49899799599198397,0.0,0.0,0.0,0.08,0.012500000000000004,0.0,0.12,0.027500000000000007,0.024096385542168672
5.0,0.1000802802010007,0.4007199211980031,0.4991997986009962,0.0,0.0,0.0,0.08400360036003601,0.01698147176247985,0.0,0.12800520052005201,0.035460449759373666,0.022040176855614216
7.0,0.09989977877688867,0.4010005225210102,0.49909969870210114,0.0,0.0,0.0,0.07810461046104611,0.016972655752605918,0.0,0.1181870187018702,0.035442817739625807,0.028873844190283555
10.0,0.09987971863658804,0.40072008175960755,0.49940019960380444,0.0,0.0,0.0,0.07210461046104612,0.016477668283934238,0.0,0.1141870187018702,0.03545660220077868,0.04525456708184982
12.0,0.09976000092893064,0.4004398014793273,0.49980019759174216,0.0,0.0,0.0,0.06828282828282829,0.0155027187231628,0.0,0.11244444444444446,0.03451172820486395,0.06094873207178947
15.0,0.10004040205053513,0.3997593987577164,0.5002001991917485,0.0,0.0,0.0,0.06614421442144215,0.015042801683675099,0.0,0.11616721672167218,0.03510322913848301,0.07734873207178947
17.0,0.10050170672870729,0.39939879719229554,0.5000994960789972,0.0,0.0,0.0,0.061823782378237824,0.016074142928552856,0.0,0.11366696669666967,0.03415835514256828,0.08581233936686251
20.0,0.10050170672870729,0.3991981953868793,0.5003000978844135,0.0,0.0,0.0,0.06384398439843984,0.015580446375612716,0.0,0.11366696669666967,0.03367347459950207,0.08097867203219317
22.0,0.1005217668690079,0.3992782353466788,0.5001999977843135,0.0,0.0,0.0,0.06384398439843986,0.014076686977116474,0.0,0.10966696669666966,0.030164702669677506,0.07540993455724326
25.0,0.10072277189413353,0.3990772303215531,0.5001999977843135,0.0,0.0,0.0,0.059744974497449754,0.012572946612826513,0.0,0.10348874887488749,0.025648418477937952,0.07581234904416478
27.0,0.10054247147383455,0.39915702883533094,0.5003004996908346,0.0,0.0,0.0,0.05788358835883589,0.01156538993776354,0.0,0.09576597659765977,0.022625748452749034,0.07781234904416479
30.0,0.10050182793776644,0.39899686915854765,0.500501302903686,0.0,0.0,0.0,0.05194299429942995,0.01005785224932133,0.0,0.08586498649864986,0.022625748452749034,0.08538080587734827
32.0,0.10064224920155782,0.3989573506028806,0.5004004001955615,0.0,0.0,0.0,0.04782178217821782,0.01355906759925395,0.0,0.0776831683168317,0.02712065405847188,0.08376004739431434
35.0,0.10066234958286205,0.398636347513452,0.500701302903686,0.0,0.0,0.0,0.04582178217821783,0.019103154516799704,0.0,0.0736831683168317,0.03670254329036774,0.08212878486926423
37.0,0.10022042078138224,0.3988774728996609,0.5009021063189569,0.0,0.0,0.0,0.05814301430143015,0.023606857098190208,0.0,0.08818461846184619,0.04621372679068023,0.07764577458309833
40.0,0.10046174777744582,0.3990375511242846,0.5005007010982697,0.0,0.0,0.0,0.05406380638063806,0.025621970448316152,0.0,0.08402620262026203,0.053770401853652526,0.07977857136378244
42.0,0.1004414870357422,0.3991579119660883,0.5004006009981697,0.0,0.0,0.0,0.050103410341034105,0.02511316073559213,0.0,0.08402620262026203,0.05926655429505755,0.07577055533171832
45.0,0.10013997949805374,0.3989559019158371,0.5009041185861093,0.0,0.0,0.0,0.04414422666756472,0.0201120215239266,0.0,0.08218946792638447,0.05833999547376189,0.09133941760716742
47.0,0.09995931702871802,0.39903586066759433,0.5010048223036878,0.0,0.0,0.0,0.0442250347483728,0.019608243186395116,0.0,0.08231068004759659,0.06035510882388783,0.10293941760716742
50.0,0.10027955847232958,0.3983164196271904,0.5014040219004802,0.0,0.0,0.0,0.033884000644962456,0.021149880655382446,0.0,0.06978942792238407,0.06545349711198845,0.10322547680309406
52.0,0.09981773029335857,0.3982769436903921,0.5019053260162494,0.0,0.0,0.0,0.04010462270716868,0.022144779583271264,0.0,0.0802104700265945,0.07145326927253931,0.09985515507231016
55.0,0.09965769061476322,0.3984371841715955,0.5019051252136414,0.0,0.0,0.0,0.05814422666756472,0.023147285848935426,0.0,0.11234908388798065,0.08999963518732629,0.10309858973279579
57.0,0.10003951943759222,0.3987588729367062,0.5012016076257017,0.0,0.0,0.0,0.06610341034103412,0.023139672022226124,0.0,0.1621858185818582,0.11306445423204482,0.09923883935403524
60.0,0.10022018190692794,0.3988795159903652,0.500900302102707,0.0,0.0,0.0,0.07402260226022603,0.021618210811892337,0.0,0.18206460646064607,0.12911068032472484,0.09808773714962642
62.0,0.1001206830122483,0.3994785153845453,0.5004008016032064,0.0,0.0,0.0,0.07614141414141415,0.017579123688618532,0.0,0.1902626262626263,0.13861538267780005,0.10947643308645526
65.0,0.10028100365353089,0.39951899634646915,0.5002,0.0,0.0,0.0,0.084,0.01706527625596655,0.0,0.226,0.15561264971473912,0.12265008578106604
67.0,0.10026090327222666,0.3988375934202556,0.5009015033075177,0.0,0.0,0.0,0.06400000000000002,0.014061554831192494,0.0,0.25,0.1578682888124835,0.14839929776845784
