x,y,velocity,point_count,deviation
99935.28806,-582193.7912,1183.272584,10,182.3551246
99908.58643,-582141.1937,1196.469252,12,206.302613
99886.38009,-582080.2044,1211.406103,11,225.3272722
99902.0679,-582022.5367,1216.725893,10,206.6822451
99748.2293,-581964.9886,1219.145194,13,357.3389764
99855.17026,-581911.9874,1223.025866,12,247.8016065
99918.00296,-581859.9126,1224.901513,10,182.362271
99898.00358,-581809.2814,1223.787071,15,199.717443
99844.33115,-581754.407,1218.693799,14,250.4822675
99819.4875,-581697.4782,1212.491823,13,272.3503977
99763.11272,-581645.0266,1202.103011,12,325.9401701
99780.69115,-581587.6543,1193.781907,12,305.4193375
99753.45837,-581537.0103,1188.403697,9,329.9983413
99779.52522,-581480.5108,1179.03478,10,301.0464324
99780.28428,-581424.0043,1174.167073,12,297.3689978
99799.36143,-581365.0766,1178.588361,12,275.2715131
99664.18364,-581309.9469,1190.619207,11,407.4191345
99754.89761,-581254.7936,1202.373292,11,313.976091
99690.17718,-581203.8234,1218.132155,11,375.9752015
99681.53152,-581150.5103,1227.802117,12,381.8545593
99610.69644,-581097.1021,1232.297033,11,449.8337947
99765.51194,-581045.9787,1233.231618,12,292.5841504
99705.62092,-580994.5981,1243.078033,13,349.7387874
99785.46209,-580941.4625,1247.382228,14,267.2584381
99854.27285,-580887.9191,1251.132189,15,195.7723798
99851.29059,-580837.7707,1262.056197,13,196.1595268
99863.1365,-580785.4468,1265.956333,14,181.6243775
99884.67439,-580734.766,1261.621382,16,157.4958787
99829.325,-580681.9452,1260.835757,14,210.0421437
99886.19798,-580626.7688,1246.458781,16,150.39334
101354.0775,-580564.9206,230.1378381,81,1318.721667
100826.0265,-580526.4617,688.5927389,31,793.3643293
100620.9311,-580454.9802,1113.526522,23,592.2375697
101492.5865,-580423.3471,127.3247698,126,1464.362287
99955.67472,-580356.7383,1229.507945,12,67.05423497
99911.39613,-580299.1202,1233.788729,11,108.2961843
99911.00447,-580241.6627,1242.858674,11,105.7195525
99866.85433,-580185.649,1248.065049,10,146.9156781
99811.68937,-580130.1688,1250.908854,9,199.1377171
99862.66505,-580075.8573,1254.98286,10,145.4247359
99999.19024,-580022.3032,1263.524129,11,6.348555839
100017.4856,-579973.0404,1269.763058,13,14.51202822
100082.1005,-579921.4219,1277.989998,15,81.70203596
99905.12685,-579869.6213,1283.584956,12,92.3604687
100005.9159,-579813.2936,1290.640153,12,11.21185298
99935.2845,-579759.4065,1297.340024,16,56.55139232
99887.89297,-579704.2058,1299.288533,15,101.0225891
99865.81936,-579651.6362,1305.265036,14,120.3478152
99816.30392,-579600.4445,1320.977298,13,167.1509155
99788.10567,-579544.6849,1331.160306,12,192.4315709
99784.04056,-579488.0649,1333.354309,10,193.5631838
99789.14179,-579431.8992,1330.745022,10,185.5661945
99869.61553,-579378.677,1317.084356,9,102.4516483
99785.20567,-579324.774,1325.203346,8,183.9626147
99730.3136,-579269.6768,1322.09099,10,235.9328074
99851.0174,-579213.1937,1299.201397,9,112.4737123
99913.96116,-579158.1915,1288.576758,10,46.77140728
99815.96706,-579100.148,1295.661897,10,141.6315593
100037.0069,-579043.0263,1275.626755,16,82.06921237
99958.30282,-578993.0143,1281.651965,11,6.099126923
99884.93698,-578940.1124,1268.305224,12,64.48249109
99780.48919,-578885.2328,1262.257489,11,165.9542666
99847.84203,-578831.4211,1271.593167,11,95.91082593
100135.4941,-578773.3928,1292.760818,16,194.3572627
100305.0988,-578728.3805,1288.804004,19,366.0609681
100159.9296,-578672.9004,1292.361509,13,223.9533221
100119.8191,-578618.4186,1287.772303,12,186.7140655
100115.0463,-578565.3702,1286.977436,11,184.6869664
100116.923,-578513.0561,1287.789959,11,189.2650054
100008.0501,-578462.6432,1298.156153,11,83.14321278
100258.8948,-578408.7707,1305.65131,12,336.4376641
100052.493,-578356.2672,1296.453458,13,133.0241321
99976.43506,-578300.353,1297.440345,16,59.95748565
100003.6057,-578245.4951,1291.009915,15,89.92935464
100002.0444,-578195.2544,1288.893149,13,90.96524703
100082.2265,-578142.2251,1287.497987,15,173.7803937
99982.53623,-578088.966,1277.980106,14,76.97889872
100129.0063,-578036.7455,1267.626217,12,225.9495621
100109.37,-577980.6669,1270.392332,12,209.2369671
100102.8231,-577925.3439,1279.198693,10,205.5578274
100094.2341,-577870.5286,1295.349335,13,199.8153401
100096.4681,-577818.019,1304.357542,10,204.7588779
100061.228,-577766.1695,1313.231735,12,172.2476428
100158.5245,-577712.4538,1326.365741,12,272.18765
100054.0929,-577653.7049,1337.777816,14,170.9318874
100098.2954,-577593.3374,1338.620705,13,218.1951452
100101.5852,-577535.8102,1331.488385,13,224.4553777
100081.4299,-577478.5026,1321.142654,12,207.2883574
