feature,mean_abs_shap,rank
floor.middle,18.92443707347826,1
wall.middle,9.674959254098297,2
light.middle,6.383039892199427,3
person.middle,5.844758248973685,4
poster.middle,5.504930657604427,5
ceiling.middle,4.588949795958459,6
painting.far,4.558413159437846,7
person.far,3.676877541203953,8
floor.far,3.5723911777669572,9
wall.far,2.4947131925240362,10
ceiling.near,2.4715920745566233,11
light.near,1.7423714859350843,12
