feature,mean_abs_shap,rank
wall.middle,15.77063841821986,1
person.far,13.372597009882636,2
ceiling.near,10.76141917990177,3
windowpane.far,8.66439966910139,4
windowpane.near,6.538060049943646,5
person.middle,6.267593943720806,6
floor.near,6.124765914389349,7
ceiling.middle,3.6323550740929096,8
painting.middle,3.4712279124277603,9
person.near,3.4006787854566594,10
light.near,2.4787763680930586,11
wall.far,2.060147531915798,12
