site,station,segment,spatial_location_index,x_mm,y_mm,velocity_mm_s,point_count,deviation_mm
wujiaochang,Wujiaochang,3,1,99338.52537,-549550.8499,1443.681294,15,98.7588353
wujiaochang,Wujiaochang,3,2,99301.17205,-549498.2633,1486.777876,20,137.6473882
wujiaochang,Wujiaochang,3,3,99235.67351,-549444.7214,1473.817612,19,204.6925468
wujiaochang,Wujiaochang,3,4,98416.5376,-549391.0309,1591.081757,46,1025.054123
wujiaochang,Wujiaochang,3,5,99450.47147,-549344.8426,1318.083512,25,7.103025702
wujiaochang,Wujiaochang,3,6,99305.93812,-549290.3905,1316.753761,18,139.0078028
wujiaochang,Wujiaochang,3,7,99656.73912,-549236.3776,1296.724577,17,210.053601
wujiaochang,Wujiaochang,3,8,99314.24296,-549186.0897,1316.30634,15,133.7788755
wujiaochang,Wujiaochang,3,9,99413.84516,-549138.3314,1316.635024,20,35.62552496
wujiaochang,Wujiaochang,3,10,99427.37569,-549079.3913,1318.088206,19,23.84742131
wujiaochang,Wujiaochang,3,11,99377.11383,-549026.5108,1320.900207,15,75.63888079
wujiaochang,Wujiaochang,3,12,99473.84876,-548977.6648,1309.247959,18,19.62111703
wujiaochang,Wujiaochang,3,13,99649.46916,-548923.8746,1274.138331,20,193.5783706
wujiaochang,Wujiaochang,3,14,99532.41123,-548876.9957,1192.928576,18,75.19188448
wujiaochang,Wujiaochang,3,15,99574.32711,-548827.7857,1194.52297,21,115.6397287
wujiaochang,Wujiaochang,3,16,99454.33377,-548771.6081,1206.808998,21,5.966420706
wujiaochang,Wujiaochang,3,17,99674.58793,-548719.0218,1186.523184,19,212.6502543
wujiaochang,Wujiaochang,3,18,99490.20778,-548665.5294,1204.221598,20,26.78471076
wujiaochang,Wujiaochang,3,19,99391.94583,-548607.9296,1228.452419,20,73.14577776
wujiaochang,Wujiaochang,3,20,99667.62286,-548565.8941,1158.575225,16,201.1751681
wujiaochang,Wujiaochang,3,21,99375.95371,-548505.7162,1219.478073,22,92.1446371
wujiaochang,Wujiaochang,3,22,99644.1699,-548444.3707,1150.813278,19,174.1516823
wujiaochang,Wujiaochang,3,23,99312.38598,-548391.5376,1189.400739,45,159.0464323
wujiaochang,Wujiaochang,3,24,99138.72549,-548353.6643,1166.616924,28,333.7464289
wujiaochang,Wujiaochang,3,25,99376.55316,-548299.0341,1168.785999,27,97.6320009
wujiaochang,Wujiaochang,3,26,99508.57746,-548247.7076,1199.788829,18,32.83655948
wujiaochang,Wujiaochang,3,27,99631.16098,-548191.1128,1179.044546,20,153.6881162
wujiaochang,Wujiaochang,3,28,99538.48863,-548136.5254,1181.004012,15,59.45264774
wujiaochang,Wujiaochang,3,29,99597.14442,-548086.3921,1170.039738,18,116.6008049
wujiaochang,Wujiaochang,3,30,99661.12337,-548025.9956,1162.886828,38,178.7723295
wujiaochang,Wujiaochang,3,31,99722.74252,-547983.8953,1161.327935,16,239.1234004
wujiaochang,Wujiaochang,3,32,99461.21799,-547916.7267,1107.447489,55,24.27113518
wujiaochang,Wujiaochang,3,33,99454.94636,-547864.2355,1119.661936,21,32.09037956
wujiaochang,Wujiaochang,3,34,99488.5303,-547808.4799,1107.004604,15,0.66988511
wujiaochang,Wujiaochang,3,35,99537.19264,-547761.9208,1111.765161,16,47.11664289
wujiaochang,Wujiaochang,3,36,99527.91111,-547711.6005,1149.907366,16,36.35752341
wujiaochang,Wujiaochang,3,37,99467.41879,-547659.6446,1149.174008,22,25.65070728
wujiaochang,Wujiaochang,3,38,99619.71355,-547603.6673,1154.267213,27,124.9337627
wujiaochang,Wujiaochang,3,39,99728.43539,-547554.4228,1133.315406,27,232.1575933
wujiaochang,Wujiaochang,3,40,99561.57515,-547501.8684,1145.749587,17,63.82104022
wujiaochang,Wujiaochang,3,41,99594.98117,-547450.2554,1158.721753,21,95.69313619
wujiaochang,Wujiaochang,3,42,99678.97753,-547396.6456,1195.62109,24,178.0728996
wujiaochang,Wujiaochang,3,43,99727.56897,-547346.2059,1188.716857,20,225.1564699
wujiaochang,Wujiaochang,3,44,99701.78739,-547294.3771,1189.79512,23,197.859267
wujiaochang,Wujiaochang,3,45,99566.09614,-547236.2679,1207.3819,19,60.5157197
wujiaochang,Wujiaochang,3,46,99623.81012,-547186.0993,1201.152245,21,116.7262835
wujiaochang,Wujiaochang,3,47,99479.96045,-547135.0744,1211.153769,13,28.56639044
wujiaochang,Wujiaochang,3,48,99229.62551,-547076.3716,1212.049989,41,280.5225529
wujiaochang,Wujiaochang,3,49,99606.19434,-547034.0033,1251.340894,20,94.63900198
wujiaochang,Wujiaochang,3,50,99312.62461,-546980.3109,1222.171055,13,200.3894399
wujiaochang,Wujiaochang,3,51,99552.22203,-546928.8836,1227.1155,13,37.59028716
wujiaochang,Wujiaochang,3,52,99526.22259,-546878.4278,1312.93268,12,10.11378859
wujiaochang,Wujiaochang,3,53,99265.62783,-546812.0402,1330.251509,20,252.3249219
wujiaochang,Wujiaochang,3,54,99425.06659,-546760.8878,1321.650571,13,94.46306091
wujiaochang,Wujiaochang,3,55,99505.4615,-546711.985,1309.696386,13,15.54452126
wujiaochang,Wujiaochang,3,56,99600.68976,-546662.4809,1344.606849,19,78.18563172
wujiaochang,Wujiaochang,3,57,99356.54622,-546606.3255,1245.628049,17,167.5093796
wujiaochang,Wujiaochang,3,58,99429.49022,-546557.8276,1246.607903,15,96.0241152
wujiaochang,Wujiaochang,3,59,99582.23499,-546511.0293,1292.615924,16,55.2830588
wujiaochang,Wujiaochang,3,60,99393.13327,-546461.9235,1234.134685,15,135.1908005
wujiaochang,Wujiaochang,3,61,99721.11414,-546410.718,1263.653035,15,191.140981
wujiaochang,Wujiaochang,3,62,99505.18084,-546361.9989,1300.504865,17,26.13961023
wujiaochang,Wujiaochang,3,63,99580.89513,-546305.2777,1319.27896,16,47.87669128
wujiaochang,Wujiaochang,3,64,99696.51356,-546253.3724,1413.135334,17,161.9133862
wujiaochang,Wujiaochang,3,65,99531.14721,-546193.688,1384.516642,18,5.167646428
wujiaochang,Wujiaochang,3,66,99708.23992,-546153.056,1470.147984,14,170.6789807
wujiaochang,Wujiaochang,3,67,99720.12327,-546094.4,1460.367801,21,180.8296647
wujiaochang,Wujiaochang,3,68,99818.32786,-546040.3323,1438.667259,17,277.3973973
wujiaochang,Wujiaochang,3,69,99690.72117,-545987.0407,1451.975965,15,148.2758866
wujiaochang,Wujiaochang,3,70,99400.5099,-545933.0219,1317.475841,15,143.4034088
wujiaochang,Wujiaochang,3,71,99799.79132,-545880.8647,1447.256344,13,254.1715477
wujiaochang,Wujiaochang,3,72,99500.52441,-545827.4436,1439.129318,13,46.54217281
wujiaochang,Wujiaochang,3,73,99525.00325,-545784.3828,1424.541257,13,23.3484128
wujiaochang,Wujiaochang,3,74,99557.6692,-545718.1162,1379.130616,16,7.384700797
wujiaochang,Wujiaochang,3,75,99398.29356,-545663.0984,1336.50355,12,153.5728529
wujiaochang,Wujiaochang,3,76,99294.11008,-545625.5565,1258.052886,48,258.8152493
wujiaochang,Wujiaochang,3,77,99484.08024,-545559.1436,1339.153837,14,70.88667247
wujiaochang,Wujiaochang,3,78,99553.21911,-545504.9009,1341.104579,15,3.396404509
wujiaochang,Wujiaochang,3,79,99269.9219,-545445.0198,1240.400861,15,288.3131766
wujiaochang,Wujiaochang,3,80,99134.02304,-545399.6154,1190.630786,14,425.4897896
wujiaochang,Wujiaochang,3,81,99671.63369,-545350.6801,1172.427169,20,110.4484765
wujiaochang,Wujiaochang,3,82,99650.51132,-545298.481,1168.539703,19,87.79798173
wujiaochang,Wujiaochang,3,83,99504.906,-545239.1259,1159.319695,20,59.49679921
wujiaochang,Wujiaochang,3,84,99875.53933,-545180.4979,1148.924315,22,309.2491144
wujiaochang,Wujiaochang,3,85,99434.11002,-545125.0555,1138.100518,20,133.6231485
wujiaochang,Wujiaochang,3,86,99908.70634,-545081.0772,1138.106223,21,339.4716715
wujiaochang,Wujiaochang,3,87,99445.4001,-545026.4055,1153.445844,15,125.2462613
wujiaochang,Wujiaochang,3,88,99766.68558,-544974.1207,1137.564638,15,194.3612715
wujiaochang,Wujiaochang,3,89,99510.60632,-544925.9651,1140.220682,17,63.03365576
wujiaochang,Wujiaochang,3,90,99560.83537,-544858.0277,1154.16786,14,14.82495218
wujiaochang,Wujiaochang,3,91,99692.90948,-544804.7174,1145.242602,12,115.6262145
wujiaochang,Wujiaochang,3,92,98683.53708,-544744.2163,1017.752386,52,895.0916043
wujiaochang,Wujiaochang,3,93,99381.79228,-544701.3056,1053.326237,14,198.4041478
wujiaochang,Wujiaochang,3,94,99416.12706,-544642.0437,1130.397257,17,165.8302591
wujiaochang,Wujiaochang,3,95,99513.90302,-544584.3508,1152.172287,10,69.79851757
wujiaochang,Wujiaochang,3,96,99553.34066,-544530.8578,1165.393664,14,31.96423827
wujiaochang,Wujiaochang,3,97,99723.18775,-544478.4254,1214.153069,66,136.2770676
wujiaochang,Wujiaochang,3,98,99860.99665,-544436.2425,1244.096193,42,272.7831739
wujiaochang,Wujiaochang,3,99,99672.41646,-544369.0286,1210.761563,12,82.30420063
wujiaochang,Wujiaochang,3,100,100139.9796,-544320.0403,1137.918233,32,548.2206659
wujiaochang,Wujiaochang,3,101,99725.2408,-544269.8236,1173.396078,14,132.1847235
wujiaochang,Wujiaochang,3,102,99636.85218,-544216.6666,1178.106907,18,42.26681153
wujiaochang,Wujiaochang,3,103,99948.50022,-544157.6265,1113.049266,23,352.038173
wujiaochang,Wujiaochang,3,104,99305.45894,-544104.8222,1237.806576,16,292.2800898
wujiaochang,Wujiaochang,3,105,99671.10636,-544058.7118,1137.51571,9,71.85182624
wujiaochang,Wujiaochang,3,106,100172.2488,-544000.3305,1131.828722,33,571.0548432
wujiaochang,Wujiaochang,3,107,99845.23703,-543952.7108,1159.987538,19,242.7821954
wujiaochang,Wujiaochang,3,108,99676.69021,-543890.061,1153.424834,13,72.46637443
wujiaochang,Wujiaochang,3,109,99518.13129,-543829.0659,1098.156488,14,87.82654047
wujiaochang,Wujiaochang,3,110,99522.28894,-543761.3935,1160.398599,8,85.6664529
wujiaochang,Wujiaochang,3,111,99332.94714,-543708.9976,1137.848786,14,276.4667922
wujiaochang,Wujiaochang,3,112,99482.50166,-543649.2647,1152.049461,10,128.7373688
wujiaochang,Wujiaochang,3,113,99777.73904,-543605.691,1076.539969,12,165.0885084
wujiaochang,Wujiaochang,3,114,99152.48523,-543537.9664,1343.576024,9,461.8899786
wujiaochang,Wujiaochang,3,115,100097.0794,-543487.7847,1189.758331,32,480.8156637
wujiaochang,Wujiaochang,3,116,99216.91202,-543443.7378,1353.337148,9,400.2676233
wujiaochang,Wujiaochang,3,117,99738.18791,-543387.077,1169.132086,12,119.1127262
wujiaochang,Wujiaochang,3,118,99348.73831,-543326.0581,1314.970865,9,271.9670183
wujiaochang,Wujiaochang,3,119,100094.9511,-543282.0262,1142.352667,46,472.6259515
wujiaochang,Wujiaochang,3,120,99967.94692,-543225.168,1148.84279,9,344.0011299
wujiaochang,Wujiaochang,3,121,99455.3186,-543171.8633,1098.473608,12,169.9761861
wujiaochang,Wujiaochang,3,122,99692.56839,-543109.8867,1169.129045,11,65.34754532
wujiaochang,Wujiaochang,3,123,99243.82254,-543061.2778,1293.265978,9,384.6389631
wujiaochang,Wujiaochang,3,124,99641.69568,-543002.5253,1141.148816,12,11.35594252
wujiaochang,Wujiaochang,3,125,99261.50408,-542940.6915,1183.355589,11,370.5174287
wujiaochang,Wujiaochang,3,126,99802.10591,-542896.2962,1172.63234,7,168.5416283
wujiaochang,Wujiaochang,3,127,99830.37002,-542830.3757,1160.716079,38,194.8529482
wujiaochang,Wujiaochang,3,128,99872.57863,-542801.05,1186.126004,24,236.1779236
wujiaochang,Wujiaochang,3,129,99606.18206,-542742.1094,1150.537809,19,31.84402351
wujiaochang,Wujiaochang,3,130,99537.08457,-542688.2979,1178.353367,17,102.493735
wujiaochang,Wujiaochang,3,131,99266.38787,-542633.9221,1156.985355,20,374.6753322
wujiaochang,Wujiaochang,3,132,99657.48245,-542587.1819,1215.730987,31,14.89615107
wujiaochang,Wujiaochang,3,133,99856.93591,-542528.7774,1201.424071,30,212.5205794
wujiaochang,Wujiaochang,3,134,99973.31225,-542482.0092,1221.805371,47,327.4672156
wujiaochang,Wujiaochang,3,135,99701.38226,-542423.7366,1322.500648,30,53.93985558
wujiaochang,Wujiaochang,3,136,99558.15543,-542374.8088,1304.891878,14,90.66906491
wujiaochang,Wujiaochang,3,137,99749.44303,-542322.6332,1363.333748,12,98.99826666
wujiaochang,Wujiaochang,3,138,99597.98837,-542267.2913,1347.427038,15,54.02729133
wujiaochang,Wujiaochang,3,139,100413.3387,-542220.576,1203.869752,28,759.5986454
wujiaochang,Wujiaochang,3,140,100090.4415,-542174.8697,1147.625974,13,435.4948104
wujiaochang,Wujiaochang,3,141,99290.27299,-542111.4367,1423.056952,10,366.1957654
wujiaochang,Wujiaochang,3,142,99322.72265,-542045.6999,1443.189593,8,335.69688
wujiaochang,Wujiaochang,3,143,99590.24707,-542010.9941,1269.891382,6,69.31509833
wujiaochang,Wujiaochang,3,144,99528.052,-541947.5221,1276.487802,6,133.3499409
wujiaochang,Wujiaochang,3,145,99210.63649,-541891.3685,1618.459547,14,452.282666
wujiaochang,Wujiaochang,3,146,99211.20689,-541834.5814,1717.796823,8,453.3849205
wujiaochang,Wujiaochang,3,147,99414.78363,-541793.5444,1286.330473,11,251.1073415
wujiaochang,Wujiaochang,3,148,99380.41336,-541725.6408,1367.491058,7,287.4620087
wujiaochang,Wujiaochang,3,149,99522.91002,-541668.7222,1344.916805,6,146.706658
wujiaochang,Wujiaochang,3,150,99946.07197,-541609.2741,1171.70719,10,274.523244
wujiaochang,Wujiaochang,4,1,99612.50368,-538844.5133,1226.035863,33,208.8368894
wujiaochang,Wujiaochang,4,2,99276.90828,-538795.3305,1199.742351,70,538.3599283
wujiaochang,Wujiaochang,4,3,99643.54481,-538727.9638,1223.991495,32,167.0313012
wujiaochang,Wujiaochang,4,4,99678.97356,-538677.2547,1234.508468,31,127.012534
wujiaochang,Wujiaochang,4,5,99942.95917,-538626.3985,1253.265453,68,140.5728067
wujiaochang,Wujiaochang,4,6,99665.35725,-538577.4633,1300.926316,39,131.2357911
wujiaochang,Wujiaochang,4,7,100116.6172,-538524.9447,1287.704012,50,322.9602368
wujiaochang,Wujiaochang,4,8,99786.11996,-538474.093,1285.953543,33,1.346979723
wujiaochang,Wujiaochang,4,9,98274.91085,-538412.1881,1151.766861,48,1500.124306
wujiaochang,Wujiaochang,4,10,99770.55369,-538375.9454,1341.030368,38,7.67522083
wujiaochang,Wujiaochang,4,11,99936.70413,-538321.9326,1349.309465,33,162.8259743
wujiaochang,Wujiaochang,4,12,98402.61714,-538277.0633,1130.98501,62,1360.337947
wujiaochang,Wujiaochang,4,13,99756.49126,-538217.3361,1341.023997,44,6.837583271
wujiaochang,Wujiaochang,4,14,99877.50529,-538176.5967,1270.595838,62,117.4813372
wujiaochang,Wujiaochang,4,15,99656.46263,-538119.2428,1270.106768,39,97.22815345
wujiaochang,Wujiaochang,4,16,99997.59258,-538068.8435,1258.102789,45,247.1214138
wujiaochang,Wujiaochang,4,17,99254.4352,-538015.9138,1282.335093,54,487.8263736
wujiaochang,Wujiaochang,4,18,99750.45191,-537965.3992,1238.250778,38,10.74081543
wujiaochang,Wujiaochang,4,19,99656.88404,-537913.4021,1298.474964,38,77.55439765
wujiaochang,Wujiaochang,4,20,99730.49974,-537855.731,1285.219126,30,1.507836898
wujiaochang,Wujiaochang,4,21,99693.36393,-537809.8009,1326.275494,33,31.54257576
wujiaochang,Wujiaochang,4,22,99667.46782,-537758.2329,1328.51109,36,52.50082116
wujiaochang,Wujiaochang,4,23,99342.48624,-537720.165,1248.492433,57,372.496595
wujiaochang,Wujiaochang,4,24,99644.8635,-537660.0568,1340.687646,33,65.82273804
wujiaochang,Wujiaochang,4,25,99644.70845,-537608.5242,1336.791765,36,61.16274751
wujiaochang,Wujiaochang,4,26,100225.2432,-537564.8688,1313.718318,65,520.9166797
wujiaochang,Wujiaochang,4,27,99702.30028,-537507.5669,1243.494049,36,5.631545077
wujiaochang,Wujiaochang,4,28,99659.90016,-537446.092,1255.279187,70,30.84290714
wujiaochang,Wujiaochang,4,29,99464.78295,-537409.2978,1243.145304,87,221.6571042
wujiaochang,Wujiaochang,4,30,99642.10296,-537357.4205,1178.785692,46,40.26716517
wujiaochang,Wujiaochang,4,31,100258.8566,-537293.6585,1047.154847,81,579.7527287
wujiaochang,Wujiaochang,4,32,100203.108,-537256.5038,1090.122308,45,527.7239015
wujiaochang,Wujiaochang,4,33,99681.44426,-537202.3461,1228.695606,34,13.41308623
wujiaochang,Wujiaochang,4,34,99645.04203,-537149.948,1231.592481,30,17.93252615
wujiaochang,Wujiaochang,4,35,99734.89835,-537101.3785,1301.193339,33,76.07878354
wujiaochang,Wujiaochang,4,36,99098.68004,-537044.7499,1326.957139,75,552.0544052
wujiaochang,Wujiaochang,4,37,99438.07917,-537004.4989,1324.627014,50,210.3781172
wujiaochang,Wujiaochang,4,38,99813.99601,-536946.1193,1282.287827,36,169.3530504
wujiaochang,Wujiaochang,4,39,100191.0003,-536889.4984,1102.163387,58,549.9992326
wujiaochang,Wujiaochang,4,40,100153.1864,-536848.2969,1143.865078,44,516.2053313
wujiaochang,Wujiaochang,4,41,100166.3361,-536795.888,1124.761323,46,534.2000893
wujiaochang,Wujiaochang,4,42,99670.40739,-536748.3325,1326.899492,30,44.90397938
wujiaochang,Wujiaochang,4,43,99698.95285,-536694.6264,1244.463786,32,78.33807953
wujiaochang,Wujiaochang,4,44,99714.98778,-536642.3543,1295.903088,35,99.19289714
wujiaochang,Wujiaochang,4,45,99755.06174,-536591.6881,1316.319069,21,143.8328326
wujiaochang,Wujiaochang,4,46,100219.7064,-536550.2017,1163.859459,58,610.3185421
wujiaochang,Wujiaochang,4,47,99734.22802,-536492.5742,1325.351091,32,132.3591248
wujiaochang,Wujiaochang,4,48,99898.9767,-536435.9871,1241.637015,71,301.6789579
wujiaochang,Wujiaochang,4,49,100048.8149,-536396.2996,1210.720265,110,454.5720108
wujiaochang,Wujiaochang,4,50,99669.40367,-536334.1124,1318.319845,32,82.64295418
wujiaochang,Wujiaochang,4,51,99530.16559,-536283.8924,1310.66749,35,51.29108788
wujiaochang,Wujiaochang,4,52,99620.05291,-536237.9015,1327.027948,29,42.50694913
wujiaochang,Wujiaochang,4,53,99716.17978,-536188.4984,1288.001892,35,142.8335043
wujiaochang,Wujiaochang,4,54,99802.783,-536135.7045,1305.898803,26,233.9960398
wujiaochang,Wujiaochang,4,55,99457.34774,-536083.5157,1219.434617,30,105.0465244
wujiaochang,Wujiaochang,4,56,99685.84599,-536029.7042,1233.442035,32,127.4904481
wujiaochang,Wujiaochang,4,57,99424.4633,-535975.4536,1187.008177,31,127.6764497
wujiaochang,Wujiaochang,4,58,99410.98433,-535928.3423,1228.887714,30,136.6888251
wujiaochang,Wujiaochang,4,59,100175.5289,-535872.7396,925.5167839,73,629.7053918
wujiaochang,Wujiaochang,4,60,99624.97682,-535823.4744,1109.287627,34,86.17543902
wujiaochang,Wujiaochang,4,61,99313.6287,-535767.1265,1266.952774,28,218.5380302
wujiaochang,Wujiaochang,4,62,99009.85973,-535717.1854,1472.056798,26,516.3025116
wujiaochang,Wujiaochang,4,63,99468.10959,-535662.2181,1209.810306,24,54.92542693
wujiaochang,Wujiaochang,4,64,99581.53258,-535607.2953,1092.46525,35,63.14759206
wujiaochang,Wujiaochang,4,65,99334.06504,-535548.2741,1206.288023,28,177.7199218
wujiaochang,Wujiaochang,4,66,99130.65214,-535509.7272,1361.738448,25,376.6337495
wujiaochang,Wujiaochang,4,67,100076.5921,-535448.2725,1045.02392,40,570.9080536
wujiaochang,Wujiaochang,4,68,100336.665,-535405.6423,1105.060544,48,833.8281629
wujiaochang,Wujiaochang,4,69,99566.30362,-535360.6195,1134.27637,45,71.05633492
wujiaochang,Wujiaochang,4,70,100020.0158,-535294.5766,1068.939456,45,528.9565082
wujiaochang,Wujiaochang,4,71,99386.35573,-535238.9593,1206.848769,64,96.72299487
wujiaochang,Wujiaochang,4,72,99441.80561,-535188.7261,1165.825633,42,36.82958511
wujiaochang,Wujiaochang,4,73,99535.70877,-535149.2534,1171.483464,46,60.36833771
wujiaochang,Wujiaochang,4,74,99999.03521,-535098.7013,1011.890332,95,526.3906195
wujiaochang,Wujiaochang,4,75,99028.75362,-535041.3443,1392.046066,33,434.2717992
wujiaochang,Wujiaochang,4,76,99406.82487,-534988.9731,1182.742001,47,52.96568645
wujiaochang,Wujiaochang,4,77,99804.01629,-534938.1265,1120.570881,45,347.2475587
wujiaochang,Wujiaochang,4,78,99371.09397,-534891.5737,1196.359371,34,79.42422856
wujiaochang,Wujiaochang,4,79,99311.83009,-534840.7461,1215.284507,28,133.672559
wujiaochang,Wujiaochang,4,80,99314.91984,-534787.7716,1226.476468,19,125.6404965
wujiaochang,Wujiaochang,4,81,99330.81592,-534728.0664,1253.618442,28,104.2291568
wujiaochang,Wujiaochang,4,82,98868.50631,-534675.2461,1363.990287,23,559.5708118
wujiaochang,Wujiaochang,4,83,99231.73719,-534622.6463,1207.675827,16,193.0124045
wujiaochang,Wujiaochang,4,84,99034.60418,-534566.5076,1340.011159,20,384.0299961
wujiaochang,Wujiaochang,4,85,99259.66754,-534522.5756,1295.223325,17,155.845441
wujiaochang,Wujiaochang,4,86,99174.85072,-534469.5946,1330.657398,21,235.3325833
wujiaochang,Wujiaochang,4,87,99323.75738,-534415.6598,1258.934919,19,82.03426872
wujiaochang,Wujiaochang,4,88,99321.21219,-534361.7217,1368.846469,16,79.52313681
wujiaochang,Wujiaochang,4,89,100538.9262,-534313.2053,1295.852319,44,1137.390897
wujiaochang,Wujiaochang,4,90,99408.88291,-534256.3167,1457.849031,14,17.62732222
wujiaochang,Wujiaochang,4,91,98784.09294,-534203.4894,1530.764062,15,599.4853492
wujiaochang,Wujiaochang,4,92,99363.98857,-534150.0048,1434.84371,12,17.13326816
wujiaochang,Wujiaochang,4,93,99132.82473,-534093.9987,1460.820131,22,242.0404607
wujiaochang,Wujiaochang,4,94,99137.38456,-534047.9138,1473.278327,21,233.1909721
wujiaochang,Wujiaochang,4,95,99179.19636,-533992.0838,1444.446661,16,186.3408084
wujiaochang,Wujiaochang,4,96,99745.26474,-533942.2562,1463.063928,20,381.9088842
wujiaochang,Wujiaochang,4,97,99050.87391,-533885.8041,1290.376383,26,304.1577005
wujiaochang,Wujiaochang,4,98,100412.1554,-533835.3951,1531.145422,51,1055.871246
wujiaochang,Wujiaochang,4,99,99991.72543,-533765.9122,1500.169533,54,643.7841904
wujiaochang,Wujiaochang,4,100,100282.6971,-533741.6048,1464.146798,45,935.754282
wujiaochang,Wujiaochang,4,101,99487.07909,-533682.152,1358.675283,23,149.1869544
wujiaochang,Wujiaochang,4,102,99428.66174,-533622.9796,1391.471499,28,96.56466056
wujiaochang,Wujiaochang,4,103,99473.2098,-533573.3146,1405.542133,22,145.558271
wujiaochang,Wujiaochang,4,104,99204.59418,-533526.005,1326.235369,18,117.4554241
wujiaochang,Wujiaochang,4,105,99158.68219,-533466.7336,1320.783326,18,157.620846
wujiaochang,Wujiaochang,4,106,98601.41525,-533411.8073,1373.066353,45,707.3065687
wujiaochang,Wujiaochang,4,107,98731.70649,-533366.7204,1297.564341,30,573.3692748
wujiaochang,Wujiaochang,4,108,99081.80918,-533309.3514,1255.093767,26,219.4350901
wujiaochang,Wujiaochang,4,109,99323.64913,-533253.3143,1102.120438,50,26.59936667
wujiaochang,Wujiaochang,4,110,99448.235,-533206.5438,1108.33795,22,155.0013761
wujiaochang,Wujiaochang,4,111,99528.03823,-533152.6848,1135.967934,19,239.4925637
wujiaochang,Wujiaochang,4,112,99415.94028,-533087.4143,1123.101117,48,133.9932086
wujiaochang,Wujiaochang,4,113,99271.79507,-533050.0918,1170.028568,10,6.030356507
wujiaochang,Wujiaochang,4,114,99564.17371,-533001.1546,1138.325027,23,289.6447103
wujiaochang,Wujiaochang,4,115,98680.65499,-532946.439,1146.956257,34,584.882787
wujiaochang,Wujiaochang,4,116,99217.66543,-532896.3405,1093.808208,14,45.54058671
wujiaochang,Wujiaochang,4,117,99164.87844,-532842.7314,1124.909023,12,93.0822325
wujiaochang,Wujiaochang,4,118,98567.31722,-532783.8774,1208.041782,57,682.5176941
wujiaochang,Wujiaochang,4,119,99184.94286,-532736.0066,1040.731358,19,63.12651838
wujiaochang,Wujiaochang,4,120,98805.02088,-532685.5723,1109.113389,21,436.660375
wujiaochang,Wujiaochang,4,121,99614.51396,-532635.0709,1122.370848,18,374.0087879
wujiaochang,Wujiaochang,4,122,99649.61408,-532572.3133,1073.260753,25,414.8244566
wujiaochang,Wujiaochang,4,123,100111.6647,-532534.5327,1334.10381,50,878.3833327
wujiaochang,Wujiaochang,4,124,98941.55293,-532480.9086,1183.216975,66,281.5824575
wujiaochang,Wujiaochang,4,125,99475.28019,-532433.7427,1250.135265,33,254.2175942
wujiaochang,Wujiaochang,4,126,99440.09485,-532375.5646,1246.536662,20,224.6281828
wujiaochang,Wujiaochang,4,127,99035.65951,-532334.7218,1130.262758,20,174.2136401
wujiaochang,Wujiaochang,4,128,98946.27746,-532274.5699,1316.489875,28,257.5773335
wujiaochang,Wujiaochang,4,129,99506.65272,-532228.8077,1245.769785,11,304.6222295
wujiaochang,Wujiaochang,4,130,98919.32609,-532154.4831,1332.389545,24,273.177499
wujiaochang,Wujiaochang,4,131,98858.6655,-532101.1464,1323.422812,39,328.583056
wujiaochang,Wujiaochang,4,132,99150.02947,-532051.4101,1416.413113,18,33.84610558
wujiaochang,Wujiaochang,4,133,99062.0357,-531999.7005,1389.653702,19,116.6165987
wujiaochang,Wujiaochang,4,134,98852.47182,-531949.5029,1165.425298,39,320.5650086
wujiaochang,Wujiaochang,4,135,98877.3603,-531898.8667,1212.173029,19,291.0494291
wujiaochang,Wujiaochang,4,136,99334.47572,-531841.3803,1298.508469,20,169.4416242
wujiaochang,Wujiaochang,4,137,98153.45898,-531794.9276,1275.925629,8,1002.052504
wujiaochang,Wujiaochang,4,138,98950.85344,-531743.2034,1167.465973,26,203.3182596
wujiaochang,Wujiaochang,4,139,98995.33579,-531685.6461,1166.517379,18,153.6447339
wujiaochang,Wujiaochang,4,140,99435.85872,-531639.5476,1125.778137,12,289.2601761
wujiaochang,Wujiaochang,4,141,99206.42486,-531585.958,1038.588603,17,65.84472877
wujiaochang,Wujiaochang,4,142,99156.10453,-531530.9245,1034.730613,13,20.90892219
wujiaochang,Wujiaochang,4,143,98700.28393,-531473.3215,1326.711865,13,427.5424108
wujiaochang,Wujiaochang,4,144,99468.73696,-531422.8622,1251.220299,11,342.262503
wujiaochang,Wujiaochang,4,145,99533.72682,-531362.2532,1536.554292,18,412.6365856
wujiaochang,Wujiaochang,4,146,99980.46372,-531311.1721,1571.825823,31,862.1932474
wujiaochang,Wujiaochang,4,147,98325.58685,-531254.6453,1298.594805,35,780.140351
wujiaochang,Wujiaochang,4,148,98336.54609,-531216.2245,1320.527595,48,765.6357113
wujiaochang,Wujiaochang,4,149,98958.98835,-531155.3477,1083.961111,23,140.2285243
wujiaochang,Wujiaochang,4,150,98938.15207,-531097.0892,1168.888481,16,155.5239242
wujiaochang,Wujiaochang,5,1,99108.75214,-512791.1408,1772.38177,21,577.4855937
wujiaochang,Wujiaochang,5,2,98862.46375,-512740.3484,1781.966886,22,327.2343224
wujiaochang,Wujiaochang,5,3,98660.82173,-512680.9767,1822.421405,24,120.4876384
wujiaochang,Wujiaochang,5,4,99218.17946,-512631.2369,1737.175474,24,669.5804984
