site,station,segment,spatial_location_index,x_mm,y_mm,velocity_mm_s,point_count,deviation_mm
wujiaochang,Wujiaochang,5,5,98558.91655,-512577.5407,1945.091851,23,8.324647317
wujiaochang,Wujiaochang,5,6,99230.83182,-512532.7719,1740.144396,24,671.8601921
wujiaochang,Wujiaochang,5,7,98693.66705,-512469.4299,1793.55217,20,131.0182152
wujiaochang,Wujiaochang,5,8,99481.5285,-512417.2066,1526.583684,11,909.0883715
wujiaochang,Wujiaochang,5,9,98866.68077,-512376.9959,1715.691331,19,293.4091095
wujiaochang,Wujiaochang,5,10,98682.11618,-512322.3326,1706.41386,19,104.1375702
wujiaochang,Wujiaochang,5,11,98477.05818,-512269.3411,1822.799135,15,105.3409844
wujiaochang,Wujiaochang,5,12,98436.79869,-512213.8066,1815.707892,11,151.1905891
wujiaochang,Wujiaochang,5,13,98621.71407,-512172.8558,1714.318105,19,28.43336028
wujiaochang,Wujiaochang,5,14,98365.43036,-512112.9176,1787.851847,17,232.7233014
wujiaochang,Wujiaochang,5,15,97678.79895,-512058.5771,1940.092349,25,921.2708744
wujiaochang,Wujiaochang,5,16,98325.25011,-511995.2031,1809.081808,19,284.9995825
wujiaochang,Wujiaochang,5,17,98282.58454,-511940.882,1799.24147,19,333.1147564
wujiaochang,Wujiaochang,5,18,98044.57509,-511881.7482,1790.08174,16,576.0052071
wujiaochang,Wujiaochang,5,19,98591.04477,-511840.9631,1606.177957,16,36.80649899
wujiaochang,Wujiaochang,5,20,98405.60633,-511782.6647,1595.256854,19,227.3234045
wujiaochang,Wujiaochang,5,21,98759.32438,-511731.201,1579.875732,16,119.0682577
wujiaochang,Wujiaochang,5,22,98571.9326,-511680.0472,1565.571456,17,72.64935522
wujiaochang,Wujiaochang,5,23,97987.08758,-511632.567,1602.957828,17,659.2504767
wujiaochang,Wujiaochang,5,24,98775.00634,-511580.1504,1592.426578,20,118.858668
wujiaochang,Wujiaochang,5,25,98479.22431,-511528.5423,1542.312737,15,180.7003563
wujiaochang,Wujiaochang,5,26,99098.64563,-511478.1271,1589.366529,18,430.0465061
wujiaochang,Wujiaochang,5,27,98556.76543,-511424.9565,1613.394989,18,114.4238642
wujiaochang,Wujiaochang,5,28,97955.7013,-511373.8249,1465.719226,26,717.5380867
wujiaochang,Wujiaochang,5,29,98994.7458,-511318.2888,1570.873378,28,309.9922722
wujiaochang,Wujiaochang,5,30,98854.71104,-511266.4719,1569.427999,23,165.3042348
wujiaochang,Wujiaochang,5,31,98044.83457,-511219.7964,1559.944698,26,645.0108016
wujiaochang,Wujiaochang,5,32,98442.37572,-511165.0424,1597.680059,21,255.3811244
wujiaochang,Wujiaochang,5,33,98304.95841,-511114.4203,1606.830166,28,397.3409722
wujiaochang,Wujiaochang,5,34,98197.05028,-511057.1533,1555.357867,32,510.6490205
wujiaochang,Wujiaochang,5,35,98504.88291,-511012.9248,1532.271873,26,209.134011
wujiaochang,Wujiaochang,5,36,98594.90174,-510961.312,1517.33377,36,125.0113563
wujiaochang,Wujiaochang,5,37,99047.50295,-510915.4935,1468.096118,27,320.312993
wujiaochang,Wujiaochang,5,38,98956.74465,-510862.5253,1464.848903,24,224.5113205
wujiaochang,Wujiaochang,5,39,98797.94984,-510814.2197,1481.819634,26,61.53272443
wujiaochang,Wujiaochang,5,40,98865.32082,-510763.394,1461.759704,17,123.2158688
wujiaochang,Wujiaochang,5,41,98533.40816,-510706.6167,1486.61493,22,212.8167348
wujiaochang,Wujiaochang,5,42,98470.49455,-510658.6545,1494.074065,20,280.4034219
wujiaochang,Wujiaochang,5,43,98551.2078,-510604.8122,1463.581649,24,205.7672228
wujiaochang,Wujiaochang,5,44,98373.66287,-510547.9264,1486.909846,19,388.2894585
wujiaochang,Wujiaochang,5,45,98768.6865,-510503.7299,1408.171721,15,0.185025412
wujiaochang,Wujiaochang,5,46,98868.486,-510445.5712,1394.346321,19,93.10783396
wujiaochang,Wujiaochang,5,47,98263.61292,-510394.5645,1484.635187,21,513.7822472
wujiaochang,Wujiaochang,5,48,98459.38217,-510343.3358,1443.513221,24,324.4492115
wujiaochang,Wujiaochang,5,49,99160.17175,-510287.069,1343.071228,36,366.6074698
wujiaochang,Wujiaochang,5,50,99144.58781,-510242.0114,1343.87371,15,346.3948801
wujiaochang,Wujiaochang,5,51,98444.24058,-510189.3268,1421.406287,22,355.6214634
wujiaochang,Wujiaochang,5,52,98982.60857,-510139.3673,1425.792879,15,174.5648907
wujiaochang,Wujiaochang,5,53,99000.71749,-510086.8823,1439.240533,18,187.0828099
wujiaochang,Wujiaochang,5,54,98533.50123,-510032.4999,1510.953472,12,283.2601368
wujiaochang,Wujiaochang,5,55,99165.76486,-509978.7579,1483.088488,22,339.9100088
wujiaochang,Wujiaochang,5,56,98956.03772,-509929.915,1489.329266,22,126.2229224
wujiaochang,Wujiaochang,5,57,99521.95819,-509876.6865,1486.493418,26,683.4672624
wujiaochang,Wujiaochang,5,58,98587.9245,-509824.4646,1532.826422,19,250.9037516
wujiaochang,Wujiaochang,5,59,98862.31012,-509771.1721,1455.334029,26,16.39987503
wujiaochang,Wujiaochang,5,60,98906.95775,-509722.3423,1445.71967,23,55.69712864
wujiaochang,Wujiaochang,5,61,98245.03183,-509669.9903,1418.673051,29,608.0773853
wujiaochang,Wujiaochang,5,62,99113.30986,-509614.0889,1431.865118,30,249.5856964
wujiaochang,Wujiaochang,5,63,99149.43067,-509567.434,1361.32095,31,280.6267745
wujiaochang,Wujiaochang,5,64,100751.4246,-509521.7296,949.0795337,52,1869.043568
wujiaochang,Wujiaochang,5,65,100376.0308,-509470.1109,1270.8771,30,1490.309256
wujiaochang,Wujiaochang,5,66,98862.31009,-509422.7321,1372.143686,21,20.06786915
wujiaochang,Wujiaochang,5,67,99372.42865,-509359.9223,1372.408095,20,480.6867721
wujiaochang,Wujiaochang,5,68,98876.37296,-509307.0709,1362.022472,24,18.20036556
wujiaochang,Wujiaochang,5,69,98847.78924,-509265.5836,1382.575945,12,50.94850591
wujiaochang,Wujiaochang,5,70,98886.5292,-509207.9119,1370.488956,24,18.46568762
wujiaochang,Wujiaochang,5,71,99583.22302,-509159.9424,1377.964791,17,669.399169
wujiaochang,Wujiaochang,5,72,98767.99192,-509107.9173,1376.523285,17,146.8010311
wujiaochang,Wujiaochang,5,73,98942.11376,-509056.7902,1354.566791,20,21.03154768
wujiaochang,Wujiaochang,5,74,98842.00151,-509008.6533,1359.908746,19,83.58433931
wujiaochang,Wujiaochang,5,75,98654.50433,-508949.4296,1372.367066,22,276.2493793
wujiaochang,Wujiaochang,5,76,98735.60849,-508899.6963,1411.067496,24,200.7946405
wujiaochang,Wujiaochang,5,77,99496.93137,-508845.1838,1353.538919,32,550.6463695
wujiaochang,Wujiaochang,5,78,98915.79138,-508788.8639,1381.963439,31,33.20077682
wujiaochang,Wujiaochang,5,79,98592.90324,-508740.0611,1433.082468,23,359.4200367
wujiaochang,Wujiaochang,5,80,98724.79323,-508691.0452,1403.321246,29,233.3821589
wujiaochang,Wujiaochang,5,81,98950.01605,-508634.5647,1389.699128,26,15.3131257
wujiaochang,Wujiaochang,5,82,99142.3434,-508578.7983,1432.001956,22,170.1334365
wujiaochang,Wujiaochang,5,83,99189.54007,-508522.9255,1443.592909,18,211.2226997
wujiaochang,Wujiaochang,5,84,99099.97868,-508482.1801,1414.921716,21,117.8914453
wujiaochang,Wujiaochang,5,85,99272.34768,-508420.8026,1454.268736,14,282.8897406
wujiaochang,Wujiaochang,5,86,99280.87625,-508373.8879,1454.172893,19,286.4632155
wujiaochang,Wujiaochang,5,87,99361.80737,-508315.6358,1497.92811,18,360.854186
wujiaochang,Wujiaochang,5,88,98741.02967,-508265.5826,1461.694329,17,261.753898
wujiaochang,Wujiaochang,5,89,98621.67795,-508208.4756,1402.774422,22,386.4262371
wujiaochang,Wujiaochang,5,90,99376.93537,-508165.5307,1420.784853,13,360.193199
wujiaochang,Wujiaochang,5,91,98823.45474,-508105.5225,1355.425406,28,196.528977
wujiaochang,Wujiaochang,5,92,98507.13259,-508048.2958,1406.342976,21,517.1023651
wujiaochang,Wujiaochang,5,93,99220.72102,-507996.6596,1359.198897,23,187.1660343
wujiaochang,Wujiaochang,5,94,99016.48945,-507943.7949,1322.486917,25,21.48502678
wujiaochang,Wujiaochang,5,95,99181.09228,-507892.5431,1318.546249,22,136.8611508
wujiaochang,Wujiaochang,5,96,98836.40481,-507837.2852,1346.002929,24,211.7173225
wujiaochang,Wujiaochang,5,97,98951.86651,-507775.5911,1352.555683,24,103.3444085
wujiaochang,Wujiaochang,5,98,99576.52722,-507725.4896,1330.205696,16,512.6458357
wujiaochang,Wujiaochang,5,99,98875.19585,-507674.5946,1372.101675,20,190.1621821
wujiaochang,Wujiaochang,5,100,98755.8805,-507620.7094,1382.756183,20,314.4612372
wujiaochang,Wujiaochang,5,101,99059.5287,-507569.0769,1319.404091,24,17.88903523
wujiaochang,Wujiaochang,5,102,98828.62349,-507512.7456,1372.552346,21,253.414089
wujiaochang,Wujiaochang,5,103,98735.35177,-507461.8222,1390.63222,20,351.5027637
wujiaochang,Wujiaochang,5,104,98860.17928,-507413.7544,1375.853999,19,232.3892923
wujiaochang,Wujiaochang,5,105,98943.52831,-507360.0002,1320.773148,24,155.1226281
wujiaochang,Wujiaochang,5,106,99133.03631,-507305.9021,1306.871849,21,27.68494057
wujiaochang,Wujiaochang,5,107,98898.32681,-507260.0921,1363.547872,18,210.5316066
wujiaochang,Wujiaochang,5,108,98950.5269,-507208.5633,1317.600405,22,164.0083729
wujiaochang,Wujiaochang,5,109,99517.95918,-507151.7498,1292.752516,23,394.3651982
wujiaochang,Wujiaochang,5,110,99476.47716,-507110.7308,1296.094973,35,348.8184774
wujiaochang,Wujiaochang,5,111,99010.49977,-507050.6587,1333.870969,19,120.8900014
wujiaochang,Wujiaochang,5,112,98510.0776,-506998.3008,1401.400482,19,624.0406366
wujiaochang,Wujiaochang,5,113,99003.65725,-506945.5273,1338.237992,16,138.6940079
wujiaochang,Wujiaochang,5,114,98749.24932,-506900.7824,1416.114637,17,396.3858769
wujiaochang,Wujiaochang,5,115,98960.30811,-506848.3762,1350.301124,22,191.9704158
wujiaochang,Wujiaochang,5,116,98333.78584,-506801.3029,1488.120076,45,819.9773645
wujiaochang,Wujiaochang,5,117,98427.13892,-506741.6768,1473.201523,13,733.3762724
wujiaochang,Wujiaochang,5,118,98768.22386,-506691.9547,1413.22603,21,399.3659215
wujiaochang,Wujiaochang,5,119,98793.01186,-506630.8162,1407.040962,18,381.1113485
wujiaochang,Wujiaochang,5,120,98400.34357,-506586.6493,1503.638347,16,776.2455375
wujiaochang,Wujiaochang,5,121,98543.64333,-506523.4045,1452.300852,21,640.350013
wujiaochang,Wujiaochang,5,122,98625.18257,-506469.6587,1435.807244,17,564.8820999
wujiaochang,Wujiaochang,5,123,100855.0374,-506419.0908,1219.301133,55,1647.441165
wujiaochang,Wujiaochang,5,124,100539.9874,-506366.1913,1055.9866,44,1328.585504
wujiaochang,Wujiaochang,5,125,99728.44818,-506320.4285,1329.308546,19,516.7126183
wujiaochang,Wujiaochang,5,126,99258.14571,-506262.0228,1369.093043,24,42.8913176
wujiaochang,Wujiaochang,5,127,99494.95592,-506212.5277,1338.788908,24,273.2135136
wujiaochang,Wujiaochang,5,128,99090.13282,-506157.9847,1440.351805,17,135.0993089
wujiaochang,Wujiaochang,5,129,99425.55741,-506107.4745,1371.122454,25,193.2020744
wujiaochang,Wujiaochang,5,130,98555.67578,-506051.087,1491.339467,14,677.8051053
wujiaochang,Wujiaochang,5,131,99121.31511,-505997.2431,1446.943266,20,120.9043953
wujiaochang,Wujiaochang,5,132,99161.54864,-505939.8139,1435.988665,16,86.90339461
wujiaochang,Wujiaochang,5,133,99302.82143,-505895.2831,1427.603818,16,48.93855101
wujiaochang,Wujiaochang,5,134,98866.71348,-505836.0706,1455.364455,15,390.9729511
wujiaochang,Wujiaochang,5,135,99791.36187,-505791.2629,1373.213693,13,523.9122346
wujiaochang,Wujiaochang,5,136,99054.46483,-505732.5498,1432.11505,17,215.0841858
wujiaochang,Wujiaochang,5,137,99415.47059,-505683.4685,1426.981002,14,138.806765
wujiaochang,Wujiaochang,5,138,99250.25278,-505631.9752,1441.215014,15,30.90329622
wujiaochang,Wujiaochang,5,139,99390.25671,-505576.6411,1420.654364,14,102.5517663
wujiaochang,Wujiaochang,5,140,99434.01031,-505526.8154,1415.3834,14,140.8518297
wujiaochang,Wujiaochang,5,141,99103.23442,-505471.0119,1410.343337,20,193.9492218
wujiaochang,Wujiaochang,5,142,99248.29469,-505418.7671,1413.683548,14,55.15374899
wujiaochang,Wujiaochang,5,143,98361.13591,-505358.0043,1627.45375,10,943.7978256
wujiaochang,Wujiaochang,5,144,99217.35086,-505315.4796,1396.322128,13,96.73254831
wujiaochang,Wujiaochang,5,145,99370.83215,-505258.6756,1389.978992,12,49.96570281
wujiaochang,Wujiaochang,5,146,99366.44744,-505204.6774,1389.433847,13,39.95221465
wujiaochang,Wujiaochang,5,147,99366.6251,-505148.9928,1360.51605,12,34.31128882
wujiaochang,Wujiaochang,5,148,99768.65293,-505097.1054,1351.456729,10,428.6943634
wujiaochang,Wujiaochang,5,149,99115.56907,-505059.0287,1341.351886,10,224.7898475
wujiaochang,Wujiaochang,5,150,99576.31383,-505000.6969,1352.065031,12,227.3232619
nanjingdonglu,East Nanjing Road,1,1,108132.4804,-878471.2945,1152.978796,17,130.9278508
nanjingdonglu,East Nanjing Road,1,2,108381.4259,-878426.0025,1173.666423,17,112.7054062
nanjingdonglu,East Nanjing Road,1,3,108410.543,-878364.6006,1183.343829,13,135.9631574
nanjingdonglu,East Nanjing Road,1,4,108586.7263,-878309.9564,1179.917797,13,306.2765955
nanjingdonglu,East Nanjing Road,1,5,108426.7878,-878255.0256,1180.423057,13,141.9112394
nanjingdonglu,East Nanjing Road,1,6,108294.4527,-878199.3437,1191.946626,14,4.956334055
nanjingdonglu,East Nanjing Road,1,7,108732.3385,-878149.022,1177.215202,9,436.2313682
nanjingdonglu,East Nanjing Road,1,8,108413.7482,-878098.409,1191.372634,18,114.3070944
nanjingdonglu,East Nanjing Road,1,9,108545.4873,-878036.1991,1176.908262,15,239.6641112
nanjingdonglu,East Nanjing Road,1,10,108554.2426,-877982.3919,1182.795391,12,243.3590492
nanjingdonglu,East Nanjing Road,1,11,108488.7808,-877935.938,1175.166989,13,173.8474803
nanjingdonglu,East Nanjing Road,1,12,108585.6615,-877878.9323,1189.489721,15,264.9837267
nanjingdonglu,East Nanjing Road,1,13,107932.221,-877819.6087,1128.100135,12,391.1417247
nanjingdonglu,East Nanjing Road,1,14,108940.8285,-877781.0604,1195.529872,11,609.4650633
nanjingdonglu,East Nanjing Road,1,15,108412.2441,-877732.2782,1225.18818,12,78.63448235
nanjingdonglu,East Nanjing Road,1,16,108407.0026,-877670.5965,1224.799877,17,67.66493424
nanjingdonglu,East Nanjing Road,1,17,108788.6463,-877615.6913,1199.229468,14,442.5114386
nanjingdonglu,East Nanjing Road,1,18,108525.7903,-877556.8222,1220.925958,15,175.3086147
nanjingdonglu,East Nanjing Road,1,19,108532.198,-877507.778,1217.220495,10,177.1114747
nanjingdonglu,East Nanjing Road,1,20,108514.8624,-877449.131,1261.725618,15,154.3759078
nanjingdonglu,East Nanjing Road,1,21,108400.2873,-877395.6714,1156.967301,12,35.31077637
nanjingdonglu,East Nanjing Road,1,22,108449.9056,-877346.1436,1245.939175,13,80.08925854
nanjingdonglu,East Nanjing Road,1,23,108075.5358,-877295.1837,1099.757722,20,297.4028254
nanjingdonglu,East Nanjing Road,1,24,107853.8077,-877254.9897,1113.838966,25,521.9152169
nanjingdonglu,East Nanjing Road,1,25,108374.9422,-877203.4929,1145.274339,14,7.915518117
nanjingdonglu,East Nanjing Road,1,26,108355.0464,-877145.6942,1099.050777,18,33.07479436
nanjingdonglu,East Nanjing Road,1,27,108322.8908,-877094.9333,1102.830944,13,69.81984704
nanjingdonglu,East Nanjing Road,1,28,108394.7943,-877031.8498,1102.531824,16,4.122303881
nanjingdonglu,East Nanjing Road,1,29,108720.7891,-876975.8289,1260.9632,13,315.2246421
nanjingdonglu,East Nanjing Road,1,30,108710.9685,-876924.6902,1259.062106,10,300.673559
nanjingdonglu,East Nanjing Road,1,31,108606.8819,-876871.1245,1196.809783,14,192.0418408
nanjingdonglu,East Nanjing Road,1,32,108296.5347,-876804.898,1115.445634,19,123.1338166
nanjingdonglu,East Nanjing Road,1,33,108497.1744,-876756.4626,1208.485734,14,72.11184631
nanjingdonglu,East Nanjing Road,1,34,108382.5291,-876709.7769,1200.323403,14,46.39740323
nanjingdonglu,East Nanjing Road,1,35,108555.6748,-876657.0323,1216.34408,17,121.0743406
nanjingdonglu,East Nanjing Road,1,36,108353.0736,-876600.3688,1214.733701,16,85.93299771
nanjingdonglu,East Nanjing Road,1,37,108534.2337,-876551.7341,1218.295609,12,89.90179964
nanjingdonglu,East Nanjing Road,1,38,108424.0754,-876498.6979,1226.154756,16,24.73902007
nanjingdonglu,East Nanjing Road,1,39,108206.3551,-876439.1304,1207.725854,17,247.0596701
nanjingdonglu,East Nanjing Road,1,40,108202.7439,-876389.4767,1204.891456,25,255.2903343
nanjingdonglu,East Nanjing Road,1,41,108363.1105,-876346.4691,1221.667217,15,99.64091416
nanjingdonglu,East Nanjing Road,1,42,108491.611,-876290.0528,1224.804072,16,23.04575154
nanjingdonglu,East Nanjing Road,1,43,108294.5634,-876239.3757,1208.882072,13,177.8826351
nanjingdonglu,East Nanjing Road,1,44,108427.9787,-876180.0603,1216.485211,19,50.59318195
nanjingdonglu,East Nanjing Road,1,45,108718.4773,-876120.4854,1220.919943,17,233.0853418
nanjingdonglu,East Nanjing Road,1,46,108403.6848,-876069.3823,1209.975145,17,85.10778399
nanjingdonglu,East Nanjing Road,1,47,108379.5229,-876013.9387,1210.66398,20,114.3357264
nanjingdonglu,East Nanjing Road,1,48,108691.5934,-875951.5354,1273.878816,15,190.5504212
nanjingdonglu,East Nanjing Road,1,49,108342.7112,-875905.835,1208.356957,13,161.0769849
nanjingdonglu,East Nanjing Road,1,50,108278.8819,-875851.1732,1204.465678,13,229.7301461
nanjingdonglu,East Nanjing Road,1,51,108461.4168,-875801.2327,1206.929157,15,52.66011172
nanjingdonglu,East Nanjing Road,1,52,108581.8373,-875744.4329,1261.979123,16,61.94684839
nanjingdonglu,East Nanjing Road,1,53,108281.488,-875687.5934,1189.325346,17,242.4042695
nanjingdonglu,East Nanjing Road,1,54,108065.2529,-875626.5623,1183.720118,16,463.3915292
nanjingdonglu,East Nanjing Road,1,55,108620.1339,-875580.8702,1252.845732,11,84.80454744
nanjingdonglu,East Nanjing Road,1,56,108257.2284,-875531.034,1170.432338,17,281.1723261
nanjingdonglu,East Nanjing Road,1,57,108146.5187,-875474.6127,1169.259876,18,396.6647056
nanjingdonglu,East Nanjing Road,1,58,108532.9986,-875420.2613,1225.064111,19,16.96795974
nanjingdonglu,East Nanjing Road,1,59,108316.3934,-875364.6521,1204.591614,15,237.7945199
nanjingdonglu,East Nanjing Road,1,60,108438.1307,-875317.0603,1213.438854,17,121.0348751
nanjingdonglu,East Nanjing Road,1,61,108224.1251,-875270.3642,1201.576653,15,338.4611729
nanjingdonglu,East Nanjing Road,1,62,108584.0037,-875214.429,1222.794355,14,14.64619752
nanjingdonglu,East Nanjing Road,1,63,108296.0556,-875160.6729,1199.733528,11,277.083679
nanjingdonglu,East Nanjing Road,1,64,108678.2079,-875115.7581,1234.43455,13,99.20864669
nanjingdonglu,East Nanjing Road,1,65,108137.6395,-875058.7971,1200.339273,14,444.316713
nanjingdonglu,East Nanjing Road,1,66,108522.0465,-875003.3947,1210.827161,15,66.76549929
nanjingdonglu,East Nanjing Road,1,67,108650.6992,-874949.0766,1227.093611,13,56.26779881
nanjingdonglu,East Nanjing Road,1,68,108105.6816,-874902.6816,1203.329758,14,490.7073035
nanjingdonglu,East Nanjing Road,1,69,108200.3438,-874850.8355,1200.003281,18,401.298558
nanjingdonglu,East Nanjing Road,1,70,108205.7338,-874795.35,1196.271632,20,401.1107099
nanjingdonglu,East Nanjing Road,1,71,108176.0056,-874746.6701,1194.28431,17,435.2525325
nanjingdonglu,East Nanjing Road,1,72,108291.6069,-874693.5263,1190.346738,16,325.1162332
nanjingdonglu,East Nanjing Road,1,73,108316.6383,-874637.6176,1192.421925,17,305.4126282
nanjingdonglu,East Nanjing Road,1,74,108806.1897,-874588.5152,1147.134558,22,177.4192768
nanjingdonglu,East Nanjing Road,1,75,109051.8829,-874534.1494,1144.983917,22,416.9642679
nanjingdonglu,East Nanjing Road,1,76,108586.5103,-874493.4068,1182.147078,14,50.18624407
nanjingdonglu,East Nanjing Road,1,77,108875.58,-874437.9401,1147.853421,13,232.4528601
nanjingdonglu,East Nanjing Road,1,78,108624.0133,-874385.4265,1182.809631,14,22.92015208
nanjingdonglu,East Nanjing Road,1,79,108720.6464,-874329.5392,1170.826156,14,68.07689612
nanjingdonglu,East Nanjing Road,1,80,108227.448,-874267.2629,1195.166669,10,428.7830668
nanjingdonglu,East Nanjing Road,1,81,108532.723,-874219.2508,1174.523594,11,129.3240968
nanjingdonglu,East Nanjing Road,1,82,108596.9912,-874153.3554,1165.926704,20,71.48598969
nanjingdonglu,East Nanjing Road,1,83,108846.0038,-874112.9604,1154.785027,20,172.6698916
nanjingdonglu,East Nanjing Road,1,84,109280.6425,-874056.3744,1029.883562,30,600.1294729
nanjingdonglu,East Nanjing Road,1,85,108470.9484,-874011.0019,1178.960408,9,210.2653359
nanjingdonglu,East Nanjing Road,1,86,108608.3446,-873954.0952,1199.354707,13,78.78092554
nanjingdonglu,East Nanjing Road,1,87,108493.5056,-873905.5797,1200.525045,13,197.647747
nanjingdonglu,East Nanjing Road,1,88,108778.903,-873843.7,1210.609147,18,80.72996732
nanjingdonglu,East Nanjing Road,1,89,108324.9979,-873788.5764,1221.428599,12,376.3399193
nanjingdonglu,East Nanjing Road,1,90,108604.1633,-873741.0549,1225.56525,15,102.8304191
nanjingdonglu,East Nanjing Road,1,91,108610.6705,-873692.3867,1236.231358,11,100.8941878
nanjingdonglu,East Nanjing Road,1,92,108697.8826,-873639.1664,1234.959893,17,19.03276117
nanjingdonglu,East Nanjing Road,1,93,108743.4548,-873578.0729,1228.812929,18,20.65364047
nanjingdonglu,East Nanjing Road,1,94,108789.491,-873526.3739,1225.755942,13,61.65286367
nanjingdonglu,East Nanjing Road,1,95,109054.2264,-873476.2251,1236.792653,11,320.5509794
nanjingdonglu,East Nanjing Road,1,96,108927.2959,-873420.3109,1261.19981,12,188.9565985
nanjingdonglu,East Nanjing Road,1,97,108694.7336,-873371.0003,1238.994937,14,47.1963034
nanjingdonglu,East Nanjing Road,1,98,108991.176,-873309.6356,1238.452331,18,242.2268378
nanjingdonglu,East Nanjing Road,1,99,109133.2555,-873255.3769,1217.779817,13,378.6198129
nanjingdonglu,East Nanjing Road,1,100,108888.5118,-873205.3306,1231.905431,15,130.2748204
nanjingdonglu,East Nanjing Road,1,101,108508.7636,-873158.2647,1220.722338,10,252.2114945
nanjingdonglu,East Nanjing Road,1,102,108885.1651,-873104.4026,1222.420443,11,117.521368
nanjingdonglu,East Nanjing Road,1,103,108916.3575,-873056.3302,1214.151627,12,144.0895795
nanjingdonglu,East Nanjing Road,1,104,108587.1947,-872990.0832,1213.006303,9,189.8206485
nanjingdonglu,East Nanjing Road,1,105,109019.8105,-872956.4709,1002.991897,10,237.770745
nanjingdonglu,East Nanjing Road,1,106,108799.4263,-872879.7611,1044.259052,14,11.22176944
nanjingdonglu,East Nanjing Road,1,107,108691.6064,-872809.2592,1043.301434,11,102.7451009
nanjingdonglu,East Nanjing Road,1,108,108951.3142,-872767.7437,910.0177248,9,151.9587045
nanjingdonglu,East Nanjing Road,1,109,108554.4345,-872709.6995,1033.681167,12,248.6088023
nanjingdonglu,East Nanjing Road,1,110,108673.9967,-872647.2202,896.8509003,10,135.4031815
nanjingdonglu,East Nanjing Road,1,111,109025.0956,-872595.3304,890.7961112,14,209.3235646
nanjingdonglu,East Nanjing Road,1,112,108600.8096,-872539.6548,931.7899922,11,218.3094456
nanjingdonglu,East Nanjing Road,1,113,108587.1406,-872478.7963,890.169804,10,237.5982522
nanjingdonglu,East Nanjing Road,1,114,108678.092,-872429.0117,882.0790887,10,151.6913866
nanjingdonglu,East Nanjing Road,1,115,108917.0415,-872371.7292,874.0275297,12,80.86914512
nanjingdonglu,East Nanjing Road,1,116,108646.8819,-872310.0156,872.6863301,10,193.8714873
nanjingdonglu,East Nanjing Road,1,117,108861.6823,-872257.5121,866.2710436,11,15.09583129
nanjingdonglu,East Nanjing Road,1,118,108848.0519,-872195.0377,867.8754593,11,4.36385329
nanjingdonglu,East Nanjing Road,1,119,108868.034,-872139.1523,876.0045015,13,10.39967508
nanjingdonglu,East Nanjing Road,1,120,109331.2303,-872069.7901,828.3011754,37,465.0671597
nanjingdonglu,East Nanjing Road,1,121,109193.4386,-872044.5498,851.9677291,18,325.5208552
nanjingdonglu,East Nanjing Road,1,122,108829.1827,-871987.8207,879.9209077,11,42.44075092
nanjingdonglu,East Nanjing Road,1,123,108863.4161,-871931.403,875.988456,12,13.64505167
nanjingdonglu,East Nanjing Road,1,124,108990.7409,-871880.5369,860.3002643,8,108.3986534
nanjingdonglu,East Nanjing Road,1,125,108952.1991,-871836.6526,871.4470468,6,65.9288021
nanjingdonglu,East Nanjing Road,1,126,108711.2352,-871781.6734,876.8203432,10,179.1151301
nanjingdonglu,East Nanjing Road,1,127,108854.6207,-871735.229,868.676985,7,40.69187925
nanjingdonglu,East Nanjing Road,1,128,108861.8995,-871690.4994,869.050432,7,37.62979977
nanjingdonglu,East Nanjing Road,1,129,108651.6262,-871627.1685,892.8527763,8,252.885738
nanjingdonglu,East Nanjing Road,1,130,109022.3981,-871562.4625,839.705109,10,110.2298506
nanjingdonglu,East Nanjing Road,1,131,109181.8728,-871514.8748,805.3456506,8,264.5648495
nanjingdonglu,East Nanjing Road,1,132,108949.2587,-871449.0055,876.5091647,6,26.82285256
nanjingdonglu,East Nanjing Road,1,133,108695.273,-871396.5573,1055.654858,6,230.954745
nanjingdonglu,East Nanjing Road,1,134,109406.2268,-871331.3194,763.4722706,13,470.8063999
nanjingdonglu,East Nanjing Road,1,135,109454.9409,-871287.8372,746.0299875,9,515.2493603
nanjingdonglu,East Nanjing Road,1,136,109219.6342,-871228.2182,781.152957,9,275.4047925
nanjingdonglu,East Nanjing Road,1,137,109114.3292,-871171.7803,794.9341353,7,165.2933711
nanjingdonglu,East Nanjing Road,1,138,108824.3674,-871123.7704,1016.359253,5,127.8867208
nanjingdonglu,East Nanjing Road,1,139,109327.5495,-871074.6897,813.0621308,8,368.518409
nanjingdonglu,East Nanjing Road,1,140,108779.3509,-871017.133,1200.613313,6,182.6602826
nanjingdonglu,East Nanjing Road,1,141,109013.7518,-870964.9403,1184.217549,7,45.85008352
nanjingdonglu,East Nanjing Road,1,142,109268.1848,-870897.1826,1122.72409,10,292.8443473
nanjingdonglu,East Nanjing Road,1,143,109055.1786,-870840.0969,1173.7223,9,75.44037423
nanjingdonglu,East Nanjing Road,1,144,109195.9377,-870795.6399,1116.680571,16,211.4361211
nanjingdonglu,East Nanjing Road,1,145,108632.5835,-870748.3065,1321.257444,12,353.8792425
nanjingdonglu,East Nanjing Road,1,146,108736.377,-870678.7968,1249.884255,10,257.0269406
nanjingdonglu,East Nanjing Road,1,147,109025.0611,-870609.4377,1207.297376,11,23.92597902
nanjingdonglu,East Nanjing Road,1,148,109364.0649,-870564.8298,1188.722486,12,357.2834096
nanjingdonglu,East Nanjing Road,1,149,108664.5322,-870518.1479,1319.821423,14,343.553155
