site,scope,segment,feature_type,target,feature,mean_abs_shap,rank
nanjingdonglu,segment7,7.0,comprehensive,deviation,visibility_far_ratio,36.035731821544594,1
nanjingdonglu,segment7,7.0,comprehensive,deviation,visibility_near_ratio,25.973170484670426,2
nanjingdonglu,segment7,7.0,comprehensive,deviation,clutter_far_degree,23.56137103692474,3
nanjingdonglu,segment7,7.0,comprehensive,deviation,visibility_middle_ratio,21.41728519532591,4
nanjingdonglu,segment7,7.0,comprehensive,deviation,far_ratio,20.344533527961246,5
nanjingdonglu,segment7,7.0,comprehensive,deviation,middle_ratio,18.388302514154507,6
nanjingdonglu,segment7,7.0,comprehensive,deviation,clutter_middle_degree,17.74966381904474,7
nanjingdonglu,segment7,7.0,comprehensive,deviation,obstacle_near_density,11.988792367675195,8
nanjingdonglu,segment7,7.0,comprehensive,deviation,obstacle_middle_density,11.98627521766759,9
nanjingdonglu,segment7,7.0,comprehensive,deviation,clutter_near_degree,10.536231652826325,10
nanjingdonglu,segment7,7.0,comprehensive,deviation,near_ratio,7.1986259111639646,11
nanjingdonglu,segment7,7.0,comprehensive,deviation,obstacle_far_density,1.2220947344014692,12
nanjingdonglu,total,,individual,velocity,lamp.middle,81.11115558917439,1
nanjingdonglu,total,,individual,velocity,wall.far,38.88212939760089,2
nanjingdonglu,total,,individual,velocity,floor.far,35.19397028348259,3
nanjingdonglu,total,,individual,velocity,person.middle,29.062704238626605,4
nanjingdonglu,total,,individual,velocity,person.near,19.595558007597674,5
nanjingdonglu,total,,individual,velocity,ceiling.far,16.01290219134769,6
nanjingdonglu,total,,individual,velocity,ceiling.middle,15.940856625699366,7
nanjingdonglu,total,,individual,velocity,floor.middle,15.683688370471414,8
nanjingdonglu,total,,individual,velocity,ceiling.near,12.67088966870845,9
nanjingdonglu,total,,individual,velocity,wall.near,9.871919946598528,10
nanjingdonglu,total,,individual,velocity,person.far,7.446935615844203,11
nanjingdonglu,total,,individual,velocity,windowpane.middle,4.9686471577742495,12
nanjingdonglu,total,,individual,deviation,railing.far,27.52684423315588,1
nanjingdonglu,total,,individual,deviation,wall.far,20.8458434278521,2
nanjingdonglu,total,,individual,deviation,floor.near,19.88227106733164,3
nanjingdonglu,total,,individual,deviation,floor.far,16.708915511537366,4
nanjingdonglu,total,,individual,deviation,person.middle,15.356123615509654,5
nanjingdonglu,total,,individual,deviation,ceiling.far,10.375149199277567,6
nanjingdonglu,total,,individual,deviation,ceiling.near,8.838007979220528,7
nanjingdonglu,total,,individual,deviation,person.near,8.379423163964853,8
nanjingdonglu,total,,individual,deviation,column.middle,7.6858034533373605,9
nanjingdonglu,total,,individual,deviation,lamp.middle,5.61849617476502,10
nanjingdonglu,total,,individual,deviation,column.near,4.5186543366467875,11
nanjingdonglu,total,,individual,deviation,lamp.near,1.68653926683753,12
nanjingdonglu,total,,comprehensive,velocity,clutter_near_degree,59.79594519876046,1
nanjingdonglu,total,,comprehensive,velocity,clutter_far_degree,30.99066032223424,2
nanjingdonglu,total,,comprehensive,velocity,visibility_near_ratio,28.30796230348937,3
nanjingdonglu,total,,comprehensive,velocity,obstacle_middle_density,26.70061660875878,4
nanjingdonglu,total,,comprehensive,velocity,visibility_middle_ratio,23.439196965117997,5
nanjingdonglu,total,,comprehensive,velocity,obstacle_far_density,22.6436602002171,6
nanjingdonglu,total,,comprehensive,velocity,clutter_middle_degree,22.099051826073982,7
nanjingdonglu,total,,comprehensive,velocity,near_ratio,16.313052836669222,8
nanjingdonglu,total,,comprehensive,velocity,far_ratio,8.740478604806068,9
nanjingdonglu,total,,comprehensive,velocity,obstacle_near_density,6.724535773332749,10
nanjingdonglu,total,,comprehensive,velocity,visibility_far_ratio,5.463522988320606,11
nanjingdonglu,total,,comprehensive,velocity,middle_ratio,4.802743906969461,12
nanjingdonglu,total,,comprehensive,deviation,obstacle_far_density,25.385618077383672,1
nanjingdonglu,total,,comprehensive,deviation,obstacle_near_density,20.130327801036415,2
nanjingdonglu,total,,comprehensive,deviation,clutter_middle_degree,17.37376610225515,3
nanjingdonglu,total,,comprehensive,deviation,visibility_near_ratio,16.92149408034932,4
nanjingdonglu,total,,comprehensive,deviation,visibility_middle_ratio,14.08250119994066,5
nanjingdonglu,total,,comprehensive,deviation,clutter_near_degree,13.483531005993632,6
nanjingdonglu,total,,comprehensive,deviation,obstacle_middle_density,13.285948221174497,7
nanjingdonglu,total,,comprehensive,deviation,clutter_far_degree,12.434753046526161,8
nanjingdonglu,total,,comprehensive,deviation,middle_ratio,6.3406125076294435,9
nanjingdonglu,total,,comprehensive,deviation,visibility_far_ratio,4.171878026926956,10
nanjingdonglu,total,,comprehensive,deviation,far_ratio,4.079487586957756,11
nanjingdonglu,total,,comprehensive,deviation,near_ratio,3.6288433089918253,12
wujiaochang,segment1,1.0,individual,velocity,ceiling.far,19.47231770693287,1
wujiaochang,segment1,1.0,individual,velocity,wall.far,13.78627637860134,2
wujiaochang,segment1,1.0,individual,velocity,ceiling.middle,11.682161958031255,3
wujiaochang,segment1,1.0,individual,velocity,painting.near,11.425638847988854,4
wujiaochang,segment1,1.0,individual,velocity,floor.near,9.374600611796474,5
wujiaochang,segment1,1.0,individual,velocity,floor.far,4.163144887238519,6
wujiaochang,segment1,1.0,individual,velocity,wall.near,3.703614465541634,7
wujiaochang,segment1,1.0,individual,velocity,light.far,3.639895372859105,8
wujiaochang,segment1,1.0,individual,velocity,person.middle,3.3648927550479613,9
wujiaochang,segment1,1.0,individual,velocity,light.middle,2.3376102237208043,10
wujiaochang,segment1,1.0,individual,velocity,wall.middle,2.057113167671155,11
wujiaochang,segment1,1.0,individual,velocity,windowpane.near,1.8635892411726551,12
wujiaochang,segment1,1.0,individual,deviation,person.middle,29.30715376518053,1
wujiaochang,segment1,1.0,individual,deviation,light.near,19.086759245997488,2
wujiaochang,segment1,1.0,individual,deviation,ceiling.middle,13.370049196173346,3
wujiaochang,segment1,1.0,individual,deviation,painting.near,13.18268349343046,4
wujiaochang,segment1,1.0,individual,deviation,wall.middle,11.753879893493414,5
wujiaochang,segment1,1.0,individual,deviation,floor.near,11.136956660529133,6
wujiaochang,segment1,1.0,individual,deviation,wall.far,8.61074130513804,7
wujiaochang,segment1,1.0,individual,deviation,ceiling.far,8.173818689086021,8
wujiaochang,segment1,1.0,individual,deviation,wall.near,6.501953435466513,9
wujiaochang,segment1,1.0,individual,deviation,ceiling.near,5.034435318937517,10
wujiaochang,segment1,1.0,individual,deviation,light.far,4.2094725205695065,11
wujiaochang,segment1,1.0,individual,deviation,floor.far,2.8499176046460293,12
wujiaochang,segment1,1.0,comprehensive,velocity,clutter_far_degree,18.236631883424433,1
wujiaochang,segment1,1.0,comprehensive,velocity,clutter_near_degree,10.282286363256938,2
wujiaochang,segment1,1.0,comprehensive,velocity,middle_ratio,9.2828102070591,3
wujiaochang,segment1,1.0,comprehensive,velocity,clutter_middle_degree,8.488559018618146,4
wujiaochang,segment1,1.0,comprehensive,velocity,visibility_near_ratio,6.482136082359281,5
wujiaochang,segment1,1.0,comprehensive,velocity,visibility_middle_ratio,5.825043175734103,6
wujiaochang,segment1,1.0,comprehensive,velocity,visibility_far_ratio,4.207881195248599,7
wujiaochang,segment1,1.0,comprehensive,velocity,near_ratio,2.6307442668292924,8
wujiaochang,segment1,1.0,comprehensive,velocity,far_ratio,2.6275565496950937,9
wujiaochang,segment1,1.0,comprehensive,velocity,obstacle_middle_density,0.04035636791891678,10
wujiaochang,segment1,1.0,comprehensive,velocity,obstacle_near_density,0.037110065044959596,11
wujiaochang,segment1,1.0,comprehensive,velocity,obstacle_far_density,0.0,12
wujiaochang,segment1,1.0,comprehensive,deviation,clutter_far_degree,21.511205449779162,1
wujiaochang,segment1,1.0,comprehensive,deviation,clutter_near_degree,17.625217974213196,2
wujiaochang,segment1,1.0,comprehensive,deviation,near_ratio,15.730496418498708,3
wujiaochang,segment1,1.0,comprehensive,deviation,visibility_near_ratio,14.244559592763029,4
wujiaochang,segment1,1.0,comprehensive,deviation,clutter_middle_degree,11.036221894250282,5
wujiaochang,segment1,1.0,comprehensive,deviation,visibility_middle_ratio,7.952852104292524,6
wujiaochang,segment1,1.0,comprehensive,deviation,visibility_far_ratio,7.108369108939327,7
wujiaochang,segment1,1.0,comprehensive,deviation,far_ratio,6.698416560934666,8
wujiaochang,segment1,1.0,comprehensive,deviation,middle_ratio,4.691304616869551,9
wujiaochang,segment1,1.0,comprehensive,deviation,obstacle_middle_density,0.3967036753701502,10
wujiaochang,segment1,1.0,comprehensive,deviation,obstacle_near_density,0.08303313237459711,11
wujiaochang,segment1,1.0,comprehensive,deviation,obstacle_far_density,0.0,12
wujiaochang,segment2,2.0,individual,velocity,person.far,70.84894180288022,1
wujiaochang,segment2,2.0,individual,velocity,painting.middle,57.2731227819953,2
wujiaochang,segment2,2.0,individual,velocity,floor.far,47.37909971020677,3
wujiaochang,segment2,2.0,individual,velocity,poster.far,31.145002167175583,4
wujiaochang,segment2,2.0,individual,velocity,painting.near,26.721145526306053,5
wujiaochang,segment2,2.0,individual,velocity,painting.far,20.92721847595796,6
wujiaochang,segment2,2.0,individual,velocity,person.near,19.471211675569222,7
wujiaochang,segment2,2.0,individual,velocity,signboard.far,15.164303879293536,8
wujiaochang,segment2,2.0,individual,velocity,ceiling.near,12.183342196966242,9
wujiaochang,segment2,2.0,individual,velocity,wall.near,11.399759766389685,10
wujiaochang,segment2,2.0,individual,velocity,person.middle,6.428178388861266,11
wujiaochang,segment2,2.0,individual,velocity,light.near,6.135192632898291,12
wujiaochang,segment2,2.0,individual,deviation,painting.middle,27.672210247320987,1
wujiaochang,segment2,2.0,individual,deviation,painting.far,27.101315853189277,2
wujiaochang,segment2,2.0,individual,deviation,ceiling.middle,15.16258820160236,3
wujiaochang,segment2,2.0,individual,deviation,person.middle,8.741170259757943,4
wujiaochang,segment2,2.0,individual,deviation,wall.near,6.8032754090498395,5
wujiaochang,segment2,2.0,individual,deviation,floor.middle,6.452388321660721,6
wujiaochang,segment2,2.0,individual,deviation,person.far,5.9244767145171595,7
wujiaochang,segment2,2.0,individual,deviation,floor.near,5.392206413078002,8
wujiaochang,segment2,2.0,individual,deviation,wall.middle,4.651709175761812,9
wujiaochang,segment2,2.0,individual,deviation,ceiling.near,3.2316122980397535,10
wujiaochang,segment2,2.0,individual,deviation,light.near,3.172738879039538,11
wujiaochang,segment2,2.0,individual,deviation,wall.far,1.854935526934819,12
wujiaochang,segment2,2.0,comprehensive,velocity,far_ratio,63.59315443958771,1
wujiaochang,segment2,2.0,comprehensive,velocity,middle_ratio,56.19153997985345,2
wujiaochang,segment2,2.0,comprehensive,velocity,clutter_middle_degree,35.75015401070046,3
wujiaochang,segment2,2.0,comprehensive,velocity,visibility_near_ratio,33.57163233676927,4
wujiaochang,segment2,2.0,comprehensive,velocity,clutter_near_degree,33.07930047521547,5
wujiaochang,segment2,2.0,comprehensive,velocity,visibility_middle_ratio,32.9576805354256,6
wujiaochang,segment2,2.0,comprehensive,velocity,clutter_far_degree,31.832463695440982,7
wujiaochang,segment2,2.0,comprehensive,velocity,visibility_far_ratio,31.47474883485305,8
wujiaochang,segment2,2.0,comprehensive,velocity,near_ratio,7.1288745867029215,9
wujiaochang,segment2,2.0,comprehensive,velocity,obstacle_near_density,0.0,10
wujiaochang,segment2,2.0,comprehensive,velocity,obstacle_middle_density,0.0,11
wujiaochang,segment2,2.0,comprehensive,velocity,obstacle_far_density,0.0,12
wujiaochang,segment2,2.0,comprehensive,deviation,far_ratio,18.7115939587221,1
wujiaochang,segment2,2.0,comprehensive,deviation,clutter_middle_degree,16.361919974928043,2
wujiaochang,segment2,2.0,comprehensive,deviation,near_ratio,12.657595231752055,3
wujiaochang,segment2,2.0,comprehensive,deviation,clutter_far_degree,12.603059966374701,4
wujiaochang,segment2,2.0,comprehensive,deviation,clutter_near_degree,9.005656639445696,5
wujiaochang,segment2,2.0,comprehensive,deviation,middle_ratio,8.08346733798387,6
wujiaochang,segment2,2.0,comprehensive,deviation,visibility_near_ratio,6.563007703326733,7
wujiaochang,segment2,2.0,comprehensive,deviation,visibility_middle_ratio,5.0219369987825555,8
wujiaochang,segment2,2.0,comprehensive,deviation,visibility_far_ratio,4.150187320037827,9
wujiaochang,segment2,2.0,comprehensive,deviation,obstacle_near_density,0.0,10
wujiaochang,segment2,2.0,comprehensive,deviation,obstacle_middle_density,0.0,11
wujiaochang,segment2,2.0,comprehensive,deviation,obstacle_far_density,0.0,12
wujiaochang,segment3,3.0,individual,velocity,wall.middle,15.77063841821986,1
wujiaochang,segment3,3.0,individual,velocity,person.far,13.372597009882636,2
wujiaochang,segment3,3.0,individual,velocity,ceiling.near,10.76141917990177,3
wujiaochang,segment3,3.0,individual,velocity,windowpane.far,8.66439966910139,4
wujiaochang,segment3,3.0,individual,velocity,windowpane.near,6.538060049943646,5
wujiaochang,segment3,3.0,individual,velocity,person.middle,6.267593943720806,6
wujiaochang,segment3,3.0,individual,velocity,floor.near,6.124765914389349,7
wujiaochang,segment3,3.0,individual,velocity,ceiling.middle,3.6323550740929096,8
wujiaochang,segment3,3.0,individual,velocity,painting.middle,3.4712279124277603,9
wujiaochang,segment3,3.0,individual,velocity,person.near,3.4006787854566594,10
wujiaochang,segment3,3.0,individual,velocity,light.near,2.4787763680930586,11
wujiaochang,segment3,3.0,individual,velocity,wall.far,2.060147531915798,12
wujiaochang,segment3,3.0,individual,deviation,floor.middle,18.92443707347826,1
wujiaochang,segment3,3.0,individual,deviation,wall.middle,9.674959254098297,2
wujiaochang,segment3,3.0,individual,deviation,light.middle,6.383039892199427,3
wujiaochang,segment3,3.0,individual,deviation,person.middle,5.844758248973685,4
wujiaochang,segment3,3.0,individual,deviation,poster.middle,5.504930657604427,5
wujiaochang,segment3,3.0,individual,deviation,ceiling.middle,4.588949795958459,6
wujiaochang,segment3,3.0,individual,deviation,painting.far,4.558413159437846,7
wujiaochang,segment3,3.0,individual,deviation,person.far,3.676877541203953,8
wujiaochang,segment3,3.0,individual,deviation,floor.far,3.5723911777669572,9
wujiaochang,segment3,3.0,individual,deviation,wall.far,2.4947131925240362,10
wujiaochang,segment3,3.0,individual,deviation,ceiling.near,2.4715920745566233,11
wujiaochang,segment3,3.0,individual,deviation,light.near,1.7423714859350843,12
wujiaochang,segment3,3.0,comprehensive,velocity,clutter_middle_degree,20.775345946583865,1
wujiaochang,segment3,3.0,comprehensive,velocity,clutter_far_degree,12.309047757309562,2
wujiaochang,segment3,3.0,comprehensive,velocity,visibility_far_ratio,8.715143360400365,3
wujiaochang,segment3,3.0,comprehensive,velocity,clutter_near_degree,8.440863401300026,4
wujiaochang,segment3,3.0,comprehensive,velocity,near_ratio,6.264213676689728,5
wujiaochang,segment3,3.0,comprehensive,velocity,obstacle_middle_density,5.999040069945931,6
wujiaochang,segment3,3.0,comprehensive,velocity,visibility_near_ratio,5.81587818321185,7
wujiaochang,segment3,3.0,comprehensive,velocity,middle_ratio,5.334817818893542,8
wujiaochang,segment3,3.0,comprehensive,velocity,obstacle_near_density,4.204665114185107,9
wujiaochang,segment3,3.0,comprehensive,velocity,obstacle_far_density,3.28862594074509,10
wujiaochang,segment3,3.0,comprehensive,velocity,visibility_middle_ratio,2.270452107670241,11
wujiaochang,segment3,3.0,comprehensive,velocity,far_ratio,1.776126028364724,12
wujiaochang,segment3,3.0,comprehensive,deviation,obstacle_middle_density,13.581021372662603,1
wujiaochang,segment3,3.0,comprehensive,deviation,visibility_near_ratio,11.286672711728839,2
wujiaochang,segment3,3.0,comprehensive,deviation,clutter_middle_degree,9.801477815100508,3
wujiaochang,segment3,3.0,comprehensive,deviation,far_ratio,6.123293378639355,4
wujiaochang,segment3,3.0,comprehensive,deviation,visibility_far_ratio,5.871842992142612,5
wujiaochang,segment3,3.0,comprehensive,deviation,obstacle_near_density,5.838080603184436,6
wujiaochang,segment3,3.0,comprehensive,deviation,clutter_far_degree,5.2269181146864625,7
wujiaochang,segment3,3.0,comprehensive,deviation,near_ratio,5.02276734778321,8
wujiaochang,segment3,3.0,comprehensive,deviation,clutter_near_degree,3.7049149048401904,9
wujiaochang,segment3,3.0,comprehensive,deviation,visibility_middle_ratio,2.6230994210999294,10
wujiaochang,segment3,3.0,comprehensive,deviation,middle_ratio,2.0914436458005174,11
wujiaochang,segment3,3.0,comprehensive,deviation,obstacle_far_density,0.10459277421594859,12
wujiaochang,segment4,4.0,individual,velocity,floor.middle,10.585105499210627,1
wujiaochang,segment4,4.0,individual,velocity,person.middle,9.38244370849819,2
wujiaochang,segment4,4.0,individual,velocity,wall.middle,8.848672008422305,3
wujiaochang,segment4,4.0,individual,velocity,ceiling.far,8.734536413172345,4
wujiaochang,segment4,4.0,individual,velocity,person.far,7.990494728079477,5
wujiaochang,segment4,4.0,individual,velocity,light.far,7.611711380731111,6
wujiaochang,segment4,4.0,individual,velocity,light.middle,5.938029327214214,7
wujiaochang,segment4,4.0,individual,velocity,wall.far,5.907729376632113,8
wujiaochang,segment4,4.0,individual,velocity,floor.near,5.47947838443322,9
wujiaochang,segment4,4.0,individual,velocity,floor.far,4.02982439490814,10
wujiaochang,segment4,4.0,individual,velocity,person.near,3.2843474133240895,11
wujiaochang,segment4,4.0,individual,velocity,fence.far,0.7863813690141064,12
wujiaochang,segment4,4.0,individual,deviation,painting.middle,14.044128105641555,1
wujiaochang,segment4,4.0,individual,deviation,floor.near,11.434117360414662,2
wujiaochang,segment4,4.0,individual,deviation,person.far,10.456251022099043,3
wujiaochang,segment4,4.0,individual,deviation,person.middle,8.566601138250537,4
wujiaochang,segment4,4.0,individual,deviation,light.near,8.524433047329875,5
wujiaochang,segment4,4.0,individual,deviation,ceiling.near,7.237327487853746,6
wujiaochang,segment4,4.0,individual,deviation,light.middle,6.461688632456256,7
wujiaochang,segment4,4.0,individual,deviation,floor.far,6.168509150462362,8
wujiaochang,segment4,4.0,individual,deviation,column.near,5.3625979455130395,9
wujiaochang,segment4,4.0,individual,deviation,light.far,4.742133537003398,10
wujiaochang,segment4,4.0,individual,deviation,column.middle,3.1762786030334436,11
wujiaochang,segment4,4.0,individual,deviation,fence.far,2.6415226104538685,12
wujiaochang,segment4,4.0,comprehensive,velocity,clutter_middle_degree,15.454765807458593,1
wujiaochang,segment4,4.0,comprehensive,velocity,clutter_far_degree,10.55584852574721,2
wujiaochang,segment4,4.0,comprehensive,velocity,obstacle_near_density,6.352302331655528,3
wujiaochang,segment4,4.0,comprehensive,velocity,obstacle_far_density,6.177088598374511,4
wujiaochang,segment4,4.0,comprehensive,velocity,near_ratio,5.967413487092209,5
wujiaochang,segment4,4.0,comprehensive,velocity,clutter_near_degree,5.7762803871943165,6
wujiaochang,segment4,4.0,comprehensive,velocity,middle_ratio,5.013955928064818,7
wujiaochang,segment4,4.0,comprehensive,velocity,far_ratio,2.842625315686294,8
wujiaochang,segment4,4.0,comprehensive,velocity,obstacle_middle_density,2.0985721534522015,9
wujiaochang,segment4,4.0,comprehensive,velocity,visibility_middle_ratio,0.38486155942541794,10
wujiaochang,segment4,4.0,comprehensive,velocity,visibility_near_ratio,0.3098020363586947,11
wujiaochang,segment4,4.0,comprehensive,velocity,visibility_far_ratio,0.0,12
wujiaochang,segment4,4.0,comprehensive,deviation,clutter_far_degree,14.88553765229052,1
wujiaochang,segment4,4.0,comprehensive,deviation,clutter_middle_degree,13.280290802463474,2
wujiaochang,segment4,4.0,comprehensive,deviation,clutter_near_degree,12.842921488732602,3
wujiaochang,segment4,4.0,comprehensive,deviation,middle_ratio,10.299109081087858,4
wujiaochang,segment4,4.0,comprehensive,deviation,far_ratio,9.585563316981617,5
wujiaochang,segment4,4.0,comprehensive,deviation,obstacle_near_density,9.569860214177082,6
wujiaochang,segment4,4.0,comprehensive,deviation,near_ratio,6.662690110142976,7
wujiaochang,segment4,4.0,comprehensive,deviation,obstacle_far_density,4.727856878692299,8
wujiaochang,segment4,4.0,comprehensive,deviation,obstacle_middle_density,3.641113760335976,9
wujiaochang,segment4,4.0,comprehensive,deviation,visibility_middle_ratio,0.6277183293245041,10
wujiaochang,segment4,4.0,comprehensive,deviation,visibility_near_ratio,0.33286114795972405,11
wujiaochang,segment4,4.0,comprehensive,deviation,visibility_far_ratio,0.3023126502909207,12
wujiaochang,segment5,5.0,individual,velocity,floor.far,23.045515589790714,1
wujiaochang,segment5,5.0,individual,velocity,ceiling.near,22.15965204725945,2
wujiaochang,segment5,5.0,individual,velocity,wall.near,21.260104464244876,3
wujiaochang,segment5,5.0,individual,velocity,stairs.middle,11.002632833694555,4
wujiaochang,segment5,5.0,individual,velocity,ceiling.far,10.861662004078692,5
wujiaochang,segment5,5.0,individual,velocity,floor.near,9.534872261849165,6
wujiaochang,segment5,5.0,individual,velocity,floor.middle,9.13300779426517,7
wujiaochang,segment5,5.0,individual,velocity,wall.middle,5.628101668830272,8
wujiaochang,segment5,5.0,individual,velocity,person.far,4.743413836351525,9
wujiaochang,segment5,5.0,individual,velocity,wall.far,3.1195701176158486,10
wujiaochang,segment5,5.0,individual,velocity,light.far,2.4250276862061098,11
wujiaochang,segment5,5.0,individual,velocity,light.middle,2.307586457932172,12
wujiaochang,segment5,5.0,individual,deviation,stairs.middle,18.602063602754395,1
wujiaochang,segment5,5.0,individual,deviation,wall.far,17.97989468537702,2
wujiaochang,segment5,5.0,individual,deviation,light.far,15.475082631585698,3
wujiaochang,segment5,5.0,individual,deviation,wall.near,11.84674913001032,4
wujiaochang,segment5,5.0,individual,deviation,floor.near,9.741943641393771,5
wujiaochang,segment5,5.0,individual,deviation,column.near,7.201586513106948,6
wujiaochang,segment5,5.0,individual,deviation,ceiling.far,6.674553965492888,7
wujiaochang,segment5,5.0,individual,deviation,light.near,6.5801863794535995,8
wujiaochang,segment5,5.0,individual,deviation,ceiling.middle,5.35107586044605,9
wujiaochang,segment5,5.0,individual,deviation,person.middle,5.263926495934966,10
wujiaochang,segment5,5.0,individual,deviation,wall.middle,5.232822975664328,11
wujiaochang,segment5,5.0,individual,deviation,floor.middle,5.129123448669914,12
wujiaochang,segment5,5.0,comprehensive,velocity,obstacle_middle_density,28.570060144814875,1
wujiaochang,segment5,5.0,comprehensive,velocity,clutter_far_degree,24.34420150928704,2
wujiaochang,segment5,5.0,comprehensive,velocity,clutter_near_degree,20.866421223484622,3
wujiaochang,segment5,5.0,comprehensive,velocity,obstacle_near_density,10.327888357650393,4
wujiaochang,segment5,5.0,comprehensive,velocity,clutter_middle_degree,6.6009834888261425,5
wujiaochang,segment5,5.0,comprehensive,velocity,middle_ratio,5.352408334781236,6
wujiaochang,segment5,5.0,comprehensive,velocity,obstacle_far_density,5.307625705708324,7
wujiaochang,segment5,5.0,comprehensive,velocity,far_ratio,3.661215525889761,8
wujiaochang,segment5,5.0,comprehensive,velocity,near_ratio,3.0243022858308213,9
wujiaochang,segment5,5.0,comprehensive,velocity,visibility_near_ratio,1.5230702200240642,10
wujiaochang,segment5,5.0,comprehensive,velocity,visibility_middle_ratio,0.4034037573588706,11
wujiaochang,segment5,5.0,comprehensive,velocity,visibility_far_ratio,0.3502522461956817,12
wujiaochang,segment5,5.0,comprehensive,deviation,obstacle_far_density,30.20325095612301,1
wujiaochang,segment5,5.0,comprehensive,deviation,clutter_far_degree,11.49272788974494,2
wujiaochang,segment5,5.0,comprehensive,deviation,middle_ratio,10.608960373703919,3
wujiaochang,segment5,5.0,comprehensive,deviation,far_ratio,7.388174369816376,4
wujiaochang,segment5,5.0,comprehensive,deviation,near_ratio,7.17571046106178,5
wujiaochang,segment5,5.0,comprehensive,deviation,clutter_middle_degree,6.0507892732140585,6
wujiaochang,segment5,5.0,comprehensive,deviation,obstacle_middle_density,5.798682799345957,7
wujiaochang,segment5,5.0,comprehensive,deviation,obstacle_near_density,5.714608189102885,8
wujiaochang,segment5,5.0,comprehensive,deviation,clutter_near_degree,5.597038658781396,9
wujiaochang,segment5,5.0,comprehensive,deviation,visibility_near_ratio,2.6271872464088335,10
wujiaochang,segment5,5.0,comprehensive,deviation,visibility_middle_ratio,0.10924656868252555,11
wujiaochang,segment5,5.0,comprehensive,deviation,visibility_far_ratio,0.0,12
wujiaochang,total,,individual,velocity,ceiling.far,41.12818631389164,1
wujiaochang,total,,individual,velocity,light.middle,23.55615041635913,2
wujiaochang,total,,individual,velocity,wall.near,17.13294395387918,3
wujiaochang,total,,individual,velocity,light.near,16.447534036962473,4
wujiaochang,total,,individual,velocity,person.far,13.361979054434759,5
wujiaochang,total,,individual,velocity,person.middle,11.301200943552953,6
wujiaochang,total,,individual,velocity,wall.middle,11.285036884395376,7
wujiaochang,total,,individual,velocity,person.near,10.880136506726439,8
wujiaochang,total,,individual,velocity,light.far,9.923942873751448,9
wujiaochang,total,,individual,velocity,floor.middle,9.863868524623358,10
wujiaochang,total,,individual,velocity,wall.far,9.121573250632176,11
wujiaochang,total,,individual,velocity,painting.middle,7.018227377168428,12
wujiaochang,total,,individual,deviation,person.middle,14.407450515435771,1
wujiaochang,total,,individual,deviation,ceiling.far,13.001248936438982,2
wujiaochang,total,,individual,deviation,wall.near,11.547712758885561,3
wujiaochang,total,,individual,deviation,wall.far,9.880854870370653,4
wujiaochang,total,,individual,deviation,ceiling.middle,9.811851616619272,5
wujiaochang,total,,individual,deviation,ceiling.near,8.697069289888205,6
wujiaochang,total,,individual,deviation,windowpane.middle,8.505882800720318,7
wujiaochang,total,,individual,deviation,floor.far,8.194481263586583,8
wujiaochang,total,,individual,deviation,person.far,6.069182093779831,9
wujiaochang,total,,individual,deviation,light.near,5.898962621375863,10
wujiaochang,total,,individual,deviation,light.far,5.629597735482934,11
wujiaochang,total,,individual,deviation,poster.middle,4.01605541986689,12
wujiaochang,total,,comprehensive,velocity,clutter_near_degree,41.37284919131745,1
wujiaochang,total,,comprehensive,velocity,visibility_near_ratio,23.737515942854884,2
wujiaochang,total,,comprehensive,velocity,visibility_middle_ratio,20.725259234421724,3
wujiaochang,total,,comprehensive,velocity,clutter_middle_degree,20.247804457555088,4
wujiaochang,total,,comprehensive,velocity,clutter_far_degree,17.37145422931604,5
wujiaochang,total,,comprehensive,velocity,far_ratio,10.089262029736657,6
wujiaochang,total,,comprehensive,velocity,obstacle_far_density,9.452827245012212,7
wujiaochang,total,,comprehensive,velocity,middle_ratio,8.643501913021472,8
wujiaochang,total,,comprehensive,velocity,visibility_far_ratio,7.551965006209691,9
wujiaochang,total,,comprehensive,velocity,obstacle_near_density,3.080471261947534,10
wujiaochang,total,,comprehensive,velocity,near_ratio,3.03861270518107,11
wujiaochang,total,,comprehensive,velocity,obstacle_middle_density,2.7121505084441364,12
wujiaochang,total,,comprehensive,deviation,clutter_near_degree,16.128711197740923,1
wujiaochang,total,,comprehensive,deviation,visibility_far_ratio,14.326487332648693,2
wujiaochang,total,,comprehensive,deviation,near_ratio,13.897396048373507,3
wujiaochang,total,,comprehensive,deviation,clutter_middle_degree,12.474371839831042,4
wujiaochang,total,,comprehensive,deviation,obstacle_far_density,8.809514934621543,5
wujiaochang,total,,comprehensive,deviation,obstacle_near_density,7.65972929950886,6
wujiaochang,total,,comprehensive,deviation,clutter_far_degree,7.220780365650409,7
wujiaochang,total,,comprehensive,deviation,far_ratio,6.602783229387744,8
wujiaochang,total,,comprehensive,deviation,obstacle_middle_density,5.413708833450046,9
wujiaochang,total,,comprehensive,deviation,visibility_near_ratio,4.283167984787549,10
wujiaochang,total,,comprehensive,deviation,middle_ratio,3.5399553749031796,11
wujiaochang,total,,comprehensive,deviation,visibility_middle_ratio,2.412604638099733,12
