feature,mean_abs_shap,rank
floor.near,33.204707282290634,1
ceiling.near,20.53453177159829,2
box.far,18.97894448599021,3
person.middle,16.927357404952335,4
ceiling.middle,11.785171048635863,5
wall.far,10.983096282209166,6
floor.far,9.970151244457787,7
person.near,8.62642248405027,8
floor.middle,8.061286533315272,9
light.middle,7.039149983398982,10
wall.near,6.538699458743,11
person.far,4.402386373841085,12
