feature,mean_abs_shap,rank
person.far,18.461698498755286,1
wall.near,17.80037789951484,2
floor.middle,9.082936371008557,3
person.near,8.837623059943224,4
floor.near,8.462260530003634,5
ceiling.middle,7.672100313924188,6
ceiling.near,5.917647510904522,7
wall.far,4.934170385641631,8
floor.far,4.501293326099085,9
person.middle,4.263328873695539,10
wall.middle,4.046958458879383,11
ceiling.far,2.4769432568679104,12
