x,y,velocity,point_count,deviation
99680.54924,-570300.6431,776.4452207,35,136.5055972
99481.40177,-570247.1576,871.0101094,72,56.36591064
99352.12688,-570200.503,941.8487238,31,180.3763088
99514.13024,-570148.5923,887.3315533,29,14.03326689
99907.04595,-570095.0745,796.981024,20,382.2592008
99319.62176,-570045.4894,892.8535151,27,197.3603351
99371.28239,-569995.1836,881.5872337,27,140.9681932
99479.67597,-569949.4634,875.0689818,30,28.59128377
99695.03677,-569893.5802,831.1715387,119,191.2629446
99615.58079,-569841.3248,855.7729995,73,117.3781548
99187.96169,-569795.8966,971.6743118,71,303.6376116
99344.02462,-569742.6557,917.1243125,49,143.065978
100068.3536,-569681.2439,834.0759086,165,583.7838208
99772.02788,-569641.0071,850.4971563,189,292.9057694
99287.63164,-569588.7218,938.9883725,109,183.928525
99184.7826,-569537.0985,948.1581114,114,281.1535781
99196.42618,-569484.04,923.2683852,138,264.3086304
99670.86701,-569442.7751,835.6030947,78,211.8864043
99370.04134,-569385.4751,936.5101986,63,81.78497313
99010.29316,-569343.5486,976.2039792,109,435.602737
99548.30489,-569277.1938,903.7656135,45,106.3397624
99646.01044,-569235.3186,810.5003143,33,207.712756
99631.9902,-569175.1061,795.5321813,125,199.7275151
99414.47822,-569131.6275,862.9975341,44,12.4263225
99455.54115,-569080.0804,845.0655264,58,33.56735901
99770.71331,-569027.3612,845.3310874,38,352.4089366
99449.08677,-568982.3125,860.5897767,32,36.83225814
99523.85017,-568925.4885,904.7108162,37,116.8574415
99815.27002,-568870.021,856.0041959,40,412.3387632
99457.34363,-568812.9152,936.4991691,30,61.83368104
99548.40724,-568760.9069,942.4657515,23,157.605311
99413.28638,-568704.0031,1166.896711,24,28.79975149
99485.09344,-568652.8589,1169.529914,20,105.3104082
99542.8684,-568602.3803,1161.874982,64,167.8035965
100187.6809,-568557.9155,942.2033327,53,813.8464786
99610.50432,-568501.9885,1292.772482,30,245.0535499
100041.0446,-568444.7368,1031.987511,74,679.1482286
99855.59876,-568400.6535,1323.465507,33,498.9844035
99922.94855,-568360.7221,1440.810105,56,569.9591256
99524.20202,-568300.7419,1353.775286,32,179.1216996
99305.49034,-568248.4443,1230.972538,30,33.34308828
99523.70715,-568197.9574,1570.29136,27,188.8139688
99682.00402,-568145.846,1333.817968,26,351.4952797
99340.68249,-568092.8395,1471.811212,25,17.10748406
99434.12964,-568041.378,1614.278182,21,115.1937585
99609.96458,-567990.1167,1426.998807,20,295.2432831
98746.02972,-567928.9576,1565.348726,71,558.3780426
99911.06555,-567889.6519,1005.35208,42,604.8180579
98318.24133,-567828.387,1368.796016,58,974.0941545
99548.22224,-567778.5098,1356.040766,21,254.7753597
100052.567,-567734.9236,877.7739611,55,760.9566866
98941.09097,-567676.2289,1587.886324,49,339.2314928
99782.11426,-567617.4421,1447.939993,56,503.4780363
98288.78584,-567580.8935,1252.383216,65,978.8776901
100219.3145,-567511.5094,847.3756389,49,949.0239142
99995.74364,-567471.0747,1014.931416,27,730.5606175
99121.71487,-567418.3626,1374.587165,17,133.9452544
99723.79436,-567363.9397,1339.296893,48,470.5675092
99244.72164,-567316.0327,1238.103777,21,1.514897989
98648.06362,-567260.2938,1237.068049,14,589.5973841
99147.94386,-567207.8653,1277.882702,13,86.98179363
99349.88652,-567153.274,1171.195289,11,119.3771061
98711.7849,-567103.851,1344.528865,14,510.6858383
98819.985,-567055.7693,1306.175735,15,398.2533519
98858.32205,-567003.62,1339.003653,16,354.9369243
98718.25253,-566956.0062,1307.161333,17,489.5992128
98763.2737,-566902.5862,1298.133975,15,439.5048798
98738.96411,-566851.1791,1306.465557,16,458.6008565
98585.41277,-566793.6751,1193.922681,20,605.6970722
98820.80286,-566727.0304,1338.208201,25,364.8616168
98778.68655,-566673.2573,1323.117343,20,401.4412133
99013.30011,-566622.596,1334.439828,21,162.9627427
98871.65761,-566567.239,1411.907024,13,298.4217609
98756.71801,-566514.273,1309.046323,19,407.5465825
98587.1233,-566457.5695,1246.692611,52,570.6865467
98209.60588,-566420.0745,1208.242789,39,942.630001
99145.29758,-566358.4899,1455.488586,23,5.504711968
99070.34182,-566311.6259,1398.57239,32,75.38761148
99435.00214,-566262.3345,1539.480222,18,292.3665004
98684.95464,-566215.9399,1279.626174,18,449.3915208
99157.04725,-566167.6272,1525.139569,19,25.16558452
98930.9865,-566108.0583,1519.593736,17,193.8796813
99307.87252,-566057.1585,1538.000939,14,186.1978085
98720.76261,-566003.3613,1434.168688,15,392.6931299
98688.35879,-565953.5475,1436.256337,21,420.0009236
98708.07441,-565892.8892,1454.16088,15,394.370663
98937.88451,-565840.0962,1561.996848,17,160.4606611
99148.80881,-565801.5468,1699.291883,30,53.25507967
98775.88414,-565741.4648,1460.820763,14,311.8885257
98664.56334,-565681.794,1424.080779,9,416.74778
99121.31272,-565645.227,1717.10625,14,41.38433665
98992.67284,-565588.4017,1627.263346,10,80.99977165
98968.13734,-565538.6725,1633.009264,13,100.4855732
99045.68177,-565485.5662,1638.234135,15,18.06407789
99127.81385,-565436.2115,1773.753123,21,68.56192491
99016.55192,-565379.1708,1842.068309,15,36.50313697
99163.52118,-565318.5598,1876.139434,17,115.7507108
98747.40352,-565268.4936,1793.2849,22,293.3583343
98893.41591,-565217.8887,1767.617309,19,143.0518602
98622.10778,-565171.5744,1808.47782,22,408.4311826
98540.50626,-565107.7471,1694.872413,36,483.3058777
99039.35512,-565066.559,1904.883533,36,17.19258209
98780.09705,-565015.9803,1777.048459,20,235.8017824
99125.82965,-564961.2641,1922.425859,18,113.6551147
98964.88205,-564906.8554,1918.267227,16,41.11497193
97823.90107,-564861.4352,1430.835229,56,1171.973675
98785.78747,-564800.3114,1921.750079,20,208.7665415
98696.14385,-564749.6111,1914.559237,28,292.9430618
99270.61156,-564696.6969,1927.7525636666667,13,283.9410621
99553.01724,-564651.1891,1940.9458903333332,15,569.466593
99273.79755,-564599.6398,1954.139217,16,296.730075
99653.93662,-564544.9555,1944.9547129999999,24,680.4172739
99322.54445,-564491.175,1935.7702089999998,16,355.9859088
99481.21877,-564438.4226,1926.585705,14,519.1067341
