x,y,velocity,point_count,deviation
108437.0578,-852576.8846,1365.709968,118,361.3393854
109083.9409,-852523.513,1249.954464,72,280.1250955
109571.377,-852473.2673,1317.0566104,77,549.89185138
109650.2399,-852423.1459,1284.3175954,130,505.87763522000006
109322.9798,-852365.6795,1281.0547934,112,485.16335298000007
108959.3228,-852318.4333,1266.900766,57,371.2685145600001
108998.9881,-852258.1793,1209.5093972,78,306.07789276
109018.5924,-852218.4457,1191.4318742,59,298.69237804
109342.0056,-852162.546,1199.9697788,73,308.52273692000006
109304.2394,-852108.7619,1205.6586232,77,287.76436697800006
109026.6943,-852064.1564,1200.5045864,91,291.425622698
108912.2368,-852014.9952,1220.4870130000002,59,222.041635778
109055.637,-851955.7758,1227.9680666000002,81,206.82722207800003
109012.4371,-851906.3625,1216.2906034000002,82,267.144695458
109245.5391,-851861.9157,1203.2271226000003,54,321.65290719999996
109347.1204,-851810.1241,1198.4355138,69,396.84661100000005
109203.8867,-851756.1227,1190.3759228000001,76,414.38999198
109450.1502,-851708.5155,1195.420032,65,458.15308114
109118.03,-851658.2377,1192.1333248,44,380.19722472
109483.5287,-851600.2231,1191.8600344000001,93,335.47558018
108768.7917,-851565.4741,1183.6383108,127,233.663642862
108997.7301,-851502.8859,1179.206245,54,253.752131282
108958.1404,-851450.803,1168.770145,65,140.027954942
109236.7135,-851405.4546,1187.7680326000002,90,204.409873282
108930.9051,-851355.1853,1200.7576378,51,253.19963096200001
109315.0357,-851304.7871,1208.4823534,124,245.95531448000003
108527.0074,-851252.0987,1222.3006172,89,229.62745688
108854.4866,-851205.7571,1232.619616,53,274.85320920000004
109172.4534,-851158.3026,1220.7457114000001,52,234.63327474
108633.3154,-851096.0335,1187.6363014,80,167.277197556
109131.1354,-851055.9279,1198.6473186,42,199.646292416
108882.3564,-851003.2105,1171.1716712,45,169.90014955600003
108710.1872,-850953.3675,1150.6841322,51,148.732059676
109041.8651,-850898.0497,1134.9190186,104,142.72685819600002
109087.2121,-850853.254,1161.9308018,52,172.48079972000002
109119.0487,-850802.748,1146.169957,63,159.79812148
108751.4917,-850746.1874,1163.0358833999999,96,179.62003040000002
108791.9304,-850698.0156,1173.1914072,62,248.59730556000002
108714.4587,-850642.9904,1179.6230832,78,323.04391872
109451.5425,-850592.2553,1152.819937,60,403.89434506
108377.5077,-850540.8815,1135.9452594,74,448.98375432
108364.2881,-850492.2204,1118.7506758,133,579.58159804
108584.1343,-850441.9162,1100.5478522,69,636.5786800200001
108077.5185,-850394.2217,1066.27081558,74,787.8042159000001
108161.6091,-850342.0217,1068.1438637800002,94,781.54117384
107636.656,-850299.3282,1058.83586618,111,840.9404764000001
108413.994,-850234.8728,1048.83846418,77,782.67633202
108304.891,-850181.8636,1042.64353878,167,853.5601714000001
108387.7053,-850139.4304,1057.4715826000001,95,715.5891914399999
107824.0733,-850092.1541,1055.1602702,126,726.3191461400002
108346.3185,-850045.463,1066.8557588,71,705.5400689200001
108378.3632,-849979.7295,1094.577744,92,612.05216626
108425.8363,-849945.9383,1247.0917142,144,545.7558485000001
109107.1158,-849887.1669,1269.9066461999998,63,481.5031799
109813.552,-849843.0694,1289.4497700000002,62,421.45897020000007
109308.8602,-849787.0277,1311.2876512,58,358.50703386
109305.7387,-849742.7524,1358.006601,51,455.88191758000005
